id,lodging_revenue,other_revenue,total_revenue
38233,368.0,68.0,436.0
38234,744.0,58.5,802.5
38235,684.0,47.0,731.0
38236,684.0,54.0,738.0
38237,472.0,66.0,538.0
38238,429.0,57.0,486.0
38239,447.0,63.0,510.0
38240,684.0,121.5,805.5
38241,708.0,84.0,792.0
38242,1014.0,59.0,1073.0
38243,903.5,202.0,1105.5
38244,708.0,84.0,792.0
38245,429.0,42.0,471.0
38246,429.0,42.0,471.0
38247,684.0,42.0,726.0
38248,708.0,118.0,826.0
38249,754.0,159.29,913.29
38250,684.0,78.0,762.0
38251,429.0,42.0,471.0
38252,708.0,97.0,805.0
38253,1263.0,54.0,1317.0
38254,1008.0,123.5,1131.5
38255,249.0,7.0,256.0
38256,429.0,42.0,471.0
38257,345.0,31.5,376.5
38258,345.0,36.0,381.0
38259,654.0,42.0,696.0
38260,600.0,93.0,693.0
38261,417.0,21.0,438.0
38262,204.0,34.0,238.0
38263,296.0,11.0,307.0
38264,417.0,26.0,443.0
38265,298.0,14.0,312.0
38266,429.0,42.0,471.0
38267,200.0,11.0,211.0
38268,5397.0,663.97,6060.97
38269,684.0,42.0,726.0
38270,207.8,7.4,215.20000000000002
38271,304.0,114.0,418.0
38272,252.0,16.99,268.99
38273,798.0,48.0,846.0
38274,0.0,120.0,120.0
38275,234.0,256.3,490.3
38276,234.0,122.5,356.5
38277,234.0,158.25,392.25
38278,234.0,240.5,474.5
38279,204.0,7.0,211.0
38280,234.0,169.25,403.25
38281,234.0,140.0,374.0
38282,204.0,9.0,213.0
38283,234.0,110.0,344.0
38284,222.8,119.9,342.70000000000005
38285,234.0,234.3,468.3
38286,234.0,199.5,433.5
38287,234.0,141.5,375.5
38288,234.0,110.0,344.0
38289,234.0,149.0,383.0
38290,234.0,124.0,358.0
38291,234.0,110.0,344.0
38292,234.0,141.0,375.0
38293,234.0,183.0,417.0
38294,234.0,110.0,344.0
38295,234.0,218.5,452.5
38296,234.0,110.0,344.0
38297,234.0,139.5,373.5
38298,234.0,110.0,344.0
38299,390.0,138.0,528.0
38300,234.0,125.0,359.0
38301,234.0,110.0,344.0
38302,234.0,116.5,350.5
38303,234.0,110.0,344.0
38304,234.0,131.5,365.5
38305,234.0,113.0,347.0
38306,234.0,118.0,352.0
38307,234.0,110.0,344.0
38308,234.0,110.0,344.0
38309,234.0,110.0,344.0
38310,234.0,110.0,344.0
38311,552.0,46.5,598.5
38312,234.0,110.0,344.0
38313,234.0,110.0,344.0
38314,0.0,0.0,0.0
38315,139.0,7.0,146.0
38316,204.0,13.5,217.5
38317,488.0,14.0,502.0
38318,234.0,110.0,344.0
38319,234.0,191.5,425.5
38320,234.0,124.5,358.5
38321,246.0,23.0,269.0
38322,976.5,152.0,1128.5
38323,976.5,198.0,1174.5
38324,298.0,23.0,321.0
38325,163.64,20.0,183.64
38326,816.0,26.0,842.0
38327,612.0,25.0,637.0
38328,408.0,61.5,469.5
38329,248.0,17.0,265.0
38330,218.0,16.5,234.5
38331,396.0,52.0,448.0
38332,396.0,47.0,443.0
38333,396.0,95.0,491.0
38334,396.0,36.5,432.5
38335,408.0,16.5,424.5
38336,254.0,7.0,261.0
38337,198.0,2.0,200.0
38338,612.0,21.0,633.0
38339,816.0,26.0,842.0
38340,204.0,7.0,211.0
38341,204.0,32.5,236.5
38342,248.0,14.0,262.0
38343,612.0,21.0,633.0
38344,396.0,116.5,512.5
38345,236.0,14.0,250.0
38346,218.0,14.0,232.0
38347,248.0,14.0,262.0
38348,204.0,9.5,213.5
38349,699.0,145.0,844.0
38350,295.0,18.0,313.0
38351,225.0,8.0,233.0
38352,224.0,13.0,237.0
38353,792.0,77.5,869.5
38354,792.0,56.0,848.0
38355,816.0,39.5,855.5
38356,129.0,57.0,186.0
38357,816.0,26.0,842.0
38358,816.0,54.0,870.0
38359,612.0,24.0,636.0
38360,612.0,21.0,633.0
38361,204.0,7.0,211.0
38362,612.0,41.0,653.0
38363,1224.0,42.0,1266.0
38364,816.0,123.5,939.5
38365,612.0,48.0,660.0
38366,612.0,21.0,633.0
38367,612.0,21.0,633.0
38368,612.0,21.0,633.0
38369,1836.0,64.5,1900.5
38370,296.0,30.5,326.5
38371,612.0,29.0,641.0
38372,612.0,21.0,633.0
38373,1428.0,50.0,1478.0
38374,612.0,44.5,656.5
38375,612.0,40.5,652.5
38376,1782.0,114.0,1896.0
38377,516.0,46.0,562.0
38378,612.0,21.0,633.0
38379,1410.0,86.0,1496.0
38380,816.0,35.0,851.0
38381,152.0,1.0,153.0
38382,1806.0,156.0,1962.0
38383,1836.0,57.0,1893.0
38384,612.0,100.5,712.5
38385,282.0,21.0,303.0
38386,292.0,22.0,314.0
38387,1428.0,77.0,1505.0
38388,612.0,21.0,633.0
38389,816.0,39.0,855.0
38390,624.0,82.0,706.0
38391,261.0,85.5,346.5
38392,1806.0,99.0,1905.0
38393,183.8,155.7,339.5
38394,792.0,64.5,856.5
38395,148.98,7.0,155.98
38396,466.0,33.5,499.5
38397,132.84,11.0,143.84
38398,1188.0,84.0,1272.0
38399,612.0,36.9,648.9
38400,508.0,32.0,540.0
38401,508.0,38.0,546.0
38402,2106.0,63.0,2169.0
38403,1020.0,115.0,1135.0
38404,816.0,30.0,846.0
38405,1020.0,84.0,1104.0
38406,1020.0,96.0,1116.0
38407,565.38,38.4,603.78
38408,816.0,38.0,854.0
38409,792.0,139.97,931.97
38410,816.0,59.5,875.5
38411,816.0,28.5,844.5
38412,539.46,41.4,580.86
38413,149.56,17.0,166.56
38414,208.0,14.0,222.0
38415,2202.0,166.4,2368.4
38416,816.0,37.0,853.0
38417,816.0,67.5,883.5
38418,684.0,86.9,770.9
38419,1020.0,143.0,1163.0
38420,454.2,45.0,499.2
38421,442.8,44.5,487.3
38422,1020.0,108.5,1128.5
38423,816.0,37.0,853.0
38424,59.0,9.0,68.0
38425,1020.0,90.3,1110.3
38426,816.0,34.0,850.0
38427,2052.0,126.0,2178.0
38428,684.0,106.0,790.0
38429,816.0,44.8,860.8
38430,684.0,87.0,771.0
38431,1848.0,45.0,1893.0
38432,816.0,113.5,929.5
38433,59.0,27.0,86.0
38434,2052.0,109.0,2161.0
38435,816.0,65.5,881.5
38436,816.0,33.5,849.5
38437,816.0,28.0,844.0
38438,816.0,33.0,849.0
38439,740.0,21.0,761.0
38440,88.0,7.0,95.0
38441,2004.0,104.0,2108.0
38442,816.0,91.0,907.0
38443,722.0,63.0,785.0
38444,990.0,90.5,1080.5
38445,816.0,41.5,857.5
38446,816.0,46.5,862.5
38447,612.0,28.5,640.5
38448,2040.0,71.0,2111.0
38449,1020.0,65.0,1085.0
38450,1980.0,157.5,2137.5
38451,1020.0,35.0,1055.0
38452,1020.0,35.0,1055.0
38453,816.0,28.0,844.0
38454,816.0,118.5,934.5
38455,1020.0,35.0,1055.0
38456,220.0,2.0,222.0
38457,1428.0,92.0,1520.0
38458,612.0,205.5,817.5
38459,816.0,80.48,896.48
38460,2040.0,64.0,2104.0
38461,1020.0,64.48,1084.48
38462,448.0,14.0,462.0
38463,448.0,14.0,462.0
38464,896.0,95.5,991.5
38465,1428.0,45.0,1473.0
38466,194.0,7.0,201.0
38467,792.0,132.5,924.5
38468,684.0,124.5,808.5
38469,816.0,26.0,842.0
38470,214.0,15.0,229.0
38471,816.0,33.0,849.0
38472,816.0,55.0,871.0
38473,684.0,63.0,747.0
38474,1020.0,53.5,1073.5
38475,594.0,77.0,671.0
38476,816.0,51.0,867.0
38477,2040.0,122.5,2162.5
38478,896.0,39.0,935.0
38479,792.0,56.0,848.0
38480,816.0,28.0,844.0
38481,313.81,7.19,321.0
38482,816.0,49.6,865.6
38483,816.0,86.5,902.5
38484,1103.0,33.0,1136.0
38485,2040.0,67.5,2107.5
38486,1020.0,139.0,1159.0
38487,816.0,47.5,863.5
38488,174.0,7.0,181.0
38489,787.0,63.5,850.5
38490,460.8,21.0,481.8
38491,1090.0,70.0,1160.0
38492,1224.0,56.7,1280.7
38493,1428.0,84.0,1512.0
38494,364.0,85.0,449.0
38495,636.0,51.5,687.5
38496,1224.0,51.0,1275.0
38497,119.0,2.0,121.0
38498,119.0,2.0,121.0
38499,1428.0,78.5,1506.5
38500,1224.0,75.5,1299.5
38501,1224.0,42.0,1266.0
38502,240.0,3.0,243.0
38503,166.5,2.0,168.5
38504,787.0,63.5,850.5
38505,872.0,161.5,1033.5
38506,872.0,56.0,928.0
38507,990.0,70.0,1060.0
38508,872.0,56.0,928.0
38509,1224.0,51.0,1275.0
38510,106.2,2.0,108.2
38511,106.2,2.0,108.2
38512,106.2,10.0,116.2
38513,106.2,20.0,126.2
38514,816.0,60.5,876.5
38515,1020.0,35.0,1055.0
38516,1100.27,253.5,1353.77
38517,994.0,42.0,1036.0
38518,816.0,28.0,844.0
38519,1224.0,93.0,1317.0
38520,1020.0,35.0,1055.0
38521,1224.0,953.0,2177.0
38522,137.0,14.0,151.0
38523,1120.0,35.0,1155.0
38524,1120.0,35.0,1155.0
38525,592.0,296.0,888.0
38526,1224.0,195.5,1419.5
38527,442.8,48.5,491.3
38528,144.4,1.0,145.4
38529,90.44,2.0,92.44
38530,360.0,37.0,397.0
38531,1224.0,58.5,1282.5
38532,94.4,20.7,115.10000000000001
38533,1428.0,112.0,1540.0
38534,400.0,31.0,431.0
38535,275.1,14.0,289.1
38536,1224.0,89.5,1313.5
38537,1224.0,61.0,1285.0
38538,1224.0,75.0,1299.0
38539,1020.0,66.0,1086.0
38540,1224.0,42.0,1266.0
38541,1224.0,56.0,1280.0
38542,118.0,22.0,140.0
38543,1224.0,123.0,1347.0
38544,1224.0,51.0,1275.0
38545,1224.0,228.0,1452.0
38546,431.06,38.4,469.46
38547,1428.0,66.5,1494.5
38548,1020.0,125.5,1145.5
38549,123.0,7.0,130.0
38550,2040.0,64.0,2104.0
38551,1224.0,56.0,1280.0
38552,114.0,23.0,137.0
38553,431.06,94.4,525.46
38554,168.0,14.0,182.0
38555,204.0,12.0,216.0
38556,92.72,14.0,106.72
38557,1020.0,35.0,1055.0
38558,194.0,7.0,201.0
38559,126.0,14.0,140.0
38560,126.0,23.0,149.0
38561,121.0,55.0,176.0
38562,664.6,95.3,759.9
38563,408.0,14.0,422.0
38564,2004.0,104.0,2108.0
38565,905.0,50.0,955.0
38566,612.0,21.0,633.0
38567,177.0,39.0,216.0
38568,1020.0,35.0,1055.0
38569,443.0,47.0,490.0
38570,364.0,59.0,423.0
38571,87.0,14.0,101.0
38572,1128.0,42.0,1170.0
38573,98.4,58.5,156.9
38574,282.4,28.0,310.4
38575,896.4,56.7,953.1
38576,396.0,28.0,424.0
38577,98.4,3.0,101.4
38578,98.4,12.0,110.4
38579,98.4,3.0,101.4
38580,3480.0,105.0,3585.0
38581,3480.0,105.0,3585.0
38582,2256.0,118.0,2374.0
38583,1224.0,42.0,1266.0
38584,1188.0,102.0,1290.0
38585,431.06,38.4,469.46
38586,118.0,2.0,120.0
38587,244.0,43.5,287.5
38588,1428.0,49.0,1477.0
38589,244.0,60.5,304.5
38590,119.0,2.0,121.0
38591,357.0,6.0,363.0
38592,592.0,46.5,638.5
38593,1428.0,73.0,1501.0
38594,94.4,2.0,96.4
38595,1224.0,84.4,1308.4
38596,896.0,28.0,924.0
38597,98.4,3.0,101.4
38598,2376.0,152.0,2528.0
38599,1782.0,114.0,1896.0
38600,1224.0,71.0,1295.0
38601,126.0,14.0,140.0
38602,1632.0,60.0,1692.0
38603,1980.0,204.0,2184.0
38604,1020.0,84.0,1104.0
38605,1224.0,147.5,1371.5
38606,1224.0,64.0,1288.0
38607,244.0,60.5,304.5
38608,175.64,10.0,185.64
38609,178.0,14.0,192.0
38610,637.2,32.0,669.2
38611,637.2,34.5,671.7
38612,637.2,21.0,658.2
38613,212.4,194.8,407.20000000000005
38614,637.2,12.0,649.2
38615,960.04,209.5,1169.54
38616,359.96,42.0,401.96
38617,359.96,42.0,401.96
38618,359.96,42.0,401.96
38619,178.0,14.0,192.0
38620,612.0,36.5,648.5
38621,160.2,33.0,193.2
38622,190.0,2.0,192.0
38623,181.0,21.0,202.0
38624,196.84,198.5,395.34000000000003
38625,692.0,63.0,755.0
38626,118.0,1.0,119.0
38627,59.0,9.0,68.0
38628,59.0,9.0,68.0
38629,100.2,29.5,129.7
38630,252.0,46.0,298.0
38631,387.0,57.0,444.0
38632,462.0,206.0,668.0
38633,590.0,42.0,632.0
38634,1660.0,199.4,1859.4
38635,504.0,167.0,671.0
38636,1386.0,143.0,1529.0
38637,248.0,28.0,276.0
38638,240.0,14.0,254.0
38639,258.0,64.0,322.0
38640,240.0,14.0,254.0
38641,240.0,17.0,257.0
38642,1428.0,58.0,1486.0
38643,278.0,23.0,301.0
38644,1428.0,58.0,1486.0
38645,248.0,28.0,276.0
38646,1386.0,118.0,1504.0
38647,216.0,4.0,220.0
38648,1344.0,77.8,1421.8
38649,1344.0,42.0,1386.0
38650,173.84,94.0,267.84000000000003
38651,1386.0,116.0,1502.0
38652,2664.0,286.5,2950.5
38653,240.0,14.0,254.0
38654,212.4,24.0,236.4
38655,3859.0,1297.0,5156.0
38656,212.4,14.0,226.4
38657,728.0,130.0,858.0
38658,500.0,266.5,766.5
38659,267.0,21.0,288.0
38660,819.0,311.5,1130.5
38661,944.68,99.78,1044.46
38662,254.0,30.0,284.0
38663,367.32,23.5,390.82
38664,174.0,42.5,216.5
38665,359.96,42.0,401.96
38666,212.4,62.3,274.7
38667,637.2,52.0,689.2
38668,340.0,57.5,397.5
38669,279.0,54.0,333.0
38670,254.0,7.0,261.0
38671,69.0,7.0,76.0
38672,320.0,14.5,334.5
38673,1224.0,59.5,1283.5
38674,1224.0,45.0,1269.0
38675,354.24,63.0,417.24
38676,357.0,53.0,410.0
38677,408.0,22.0,430.0
38678,357.0,6.0,363.0
38679,748.0,56.0,804.0
38680,508.8,98.0,606.8
38681,254.0,28.0,282.0
38682,366.0,25.0,391.0
38683,94.0,7.0,101.0
38684,63.0,27.0,90.0
38685,177.0,27.0,204.0
38686,260.0,14.0,274.0
38687,260.0,14.0,274.0
38688,260.0,14.0,274.0
38689,318.0,14.0,332.0
38690,274.0,88.0,362.0
38691,874.0,42.0,916.0
38692,224.0,7.0,231.0
38693,366.3,47.5,413.8
38694,522.0,122.0,644.0
38695,252.0,24.0,276.0
38696,272.0,49.5,321.5
38697,1098.8,169.8,1268.6
38698,248.0,4.0,252.0
38699,411.0,42.0,453.0
38700,768.0,63.0,831.0
38701,339.3,42.0,381.3
38702,137.0,23.0,160.0
38703,276.0,60.0,336.0
38704,327.0,21.0,348.0
38705,327.0,21.0,348.0
38706,710.0,72.0,782.0
38707,494.52,56.0,550.52
38708,904.0,92.0,996.0
38709,274.0,71.5,345.5
38710,387.0,13.5,400.5
38711,327.0,21.0,348.0
38712,208.0,14.0,222.0
38713,285.3,50.0,335.3
38714,9180.0,1144.5,10324.5
38715,178.0,6.5,184.5
38716,210.0,33.0,243.0
38717,137.0,14.0,151.0
38718,476.0,129.5,605.5
38719,240.0,6.5,246.5
38720,94.0,21.0,115.0
38721,822.0,114.0,936.0
38722,484.5,51.0,535.5
38723,441.0,42.0,483.0
38724,1116.0,105.0,1221.0
38725,164.0,2.0,166.0
38726,418.0,6.0,424.0
38727,164.0,26.98,190.98
38728,421.74,51.2,472.94
38729,211.0,21.0,232.0
38730,374.4,13.5,387.9
38731,418.0,6.0,424.0
38732,400.0,139.6,539.6
38733,258.0,28.0,286.0
38734,188.0,14.0,202.0
38735,147.0,91.0,238.0
38736,488.4,56.0,544.4
38737,527.0,197.5,724.5
38738,400.0,4.0,404.0
38739,450.98,155.4,606.38
38740,442.0,98.5,540.5
38741,416.0,35.6,451.6
38742,429.0,91.5,520.5
38743,456.0,85.5,541.5
38744,168.0,155.0,323.0
38745,441.0,42.0,483.0
38746,203.96,129.0,332.96000000000004
38747,285.0,75.5,360.5
38748,336.0,46.0,382.0
38749,285.0,44.5,329.5
38750,336.0,30.5,366.5
38751,276.0,37.0,313.0
38752,267.0,65.0,332.0
38753,261.0,42.0,303.0
38754,400.0,62.0,462.0
38755,267.0,46.0,313.0
38756,412.0,42.0,454.0
38757,341.9,109.7,451.59999999999997
38758,624.0,44.5,668.5
38759,1782.0,114.0,1896.0
38760,2118.0,126.0,2244.0
38761,272.16,33.0,305.16
38762,250.08,34.0,284.08000000000004
38763,1385.0,233.5,1618.5
38764,218.0,22.0,240.0
38765,727.0,149.0,876.0
38766,105.0,14.0,119.0
38767,148.0,14.0,162.0
38768,432.0,63.0,495.0
38769,368.0,78.0,446.0
38770,1593.0,207.0,1800.0
38771,990.0,70.0,1060.0
38772,531.0,146.5,677.5
38773,125.46,11.5,136.95999999999998
38774,441.0,62.0,503.0
38775,194.0,7.0,201.0
38776,918.0,2.0,920.0
38777,851.88,111.3,963.18
38778,576.0,84.0,660.0
38779,576.0,84.0,660.0
38780,420.0,56.0,476.0
38781,576.0,84.0,660.0
38782,576.0,90.0,666.0
38783,576.0,91.5,667.5
38784,279.0,193.0,472.0
38785,576.0,84.0,660.0
38786,252.0,21.0,273.0
38787,220.2,14.0,234.2
38788,129.0,2.0,131.0
38789,360.0,588.5,948.5
38790,891.0,95.0,986.0
38791,548.0,77.0,625.0
38792,891.0,159.0,1050.0
38793,891.0,112.5,1003.5
38794,891.0,57.5,948.5
38795,891.0,69.0,960.0
38796,264.0,42.0,306.0
38797,716.0,102.0,818.0
38798,168.0,14.0,182.0
38799,73.0,16.5,89.5
38800,69.0,7.0,76.0
38801,256.0,32.0,288.0
38802,73.0,14.0,87.0
38803,73.0,14.0,87.0
38804,168.0,14.0,182.0
38805,73.0,14.0,87.0
38806,632.0,92.0,724.0
38807,279.0,220.0,499.0
38808,162.8,14.0,176.8
38809,73.0,14.0,87.0
38810,279.0,384.0,663.0
38811,73.0,14.0,87.0
38812,267.0,344.0,611.0
38813,279.0,130.0,409.0
38814,267.0,74.0,341.0
38815,73.0,14.0,87.0
38816,73.0,14.0,87.0
38817,279.0,130.0,409.0
38818,279.0,175.0,454.0
38819,279.0,130.0,409.0
38820,267.0,65.0,332.0
38821,594.0,84.0,678.0
38822,279.0,130.0,409.0
38823,73.0,14.0,87.0
38824,73.0,14.0,87.0
38825,279.0,130.0,409.0
38826,279.0,158.5,437.5
38827,279.0,130.0,409.0
38828,356.0,66.0,422.0
38829,352.0,78.5,430.5
38830,69.0,7.0,76.0
38831,279.0,170.5,449.5
38832,73.0,14.0,87.0
38833,279.0,130.0,409.0
38834,280.96,28.0,308.96
38835,73.0,14.0,87.0
38836,73.0,14.0,87.0
38837,294.0,7.0,301.0
38838,73.0,14.0,87.0
38839,372.0,131.0,503.0
38840,69.0,7.0,76.0
38841,356.0,48.0,404.0
38842,69.0,7.0,76.0
38843,356.0,48.0,404.0
38844,372.0,96.0,468.0
38845,432.0,222.0,654.0
38846,372.0,106.0,478.0
38847,372.0,96.0,468.0
38848,372.0,96.0,468.0
38849,252.0,21.0,273.0
38850,432.0,222.0,654.0
38851,384.0,78.5,462.5
38852,432.0,222.0,654.0
38853,297.0,43.0,340.0
38854,387.0,106.0,493.0
38855,416.0,116.0,532.0
38856,432.0,206.0,638.0
38857,432.0,222.0,654.0
38858,252.0,21.0,273.0
38859,432.0,244.0,676.0
38860,432.0,222.0,654.0
38861,432.0,222.0,654.0
38862,416.0,111.0,527.0
38863,219.0,87.0,306.0
38864,219.0,154.0,373.0
38865,450.0,4.0,454.0
38866,396.0,108.5,504.5
38867,432.0,222.0,654.0
38868,297.0,27.0,324.0
38869,432.0,222.0,654.0
38870,316.0,36.5,352.5
38871,432.0,222.0,654.0
38872,432.0,222.0,654.0
38873,387.0,6.0,393.0
38874,416.0,147.0,563.0
38875,387.0,60.0,447.0
38876,348.0,333.0,681.0
38877,432.0,238.0,670.0
38878,90.44,1.0,91.44
38879,352.0,77.0,429.0
38880,432.0,222.0,654.0
38881,432.0,222.0,654.0
38882,432.0,222.0,654.0
38883,420.0,93.0,513.0
38884,432.0,222.0,654.0
38885,432.0,222.0,654.0
38886,278.0,21.0,299.0
38887,77.0,30.5,107.5
38888,315.0,110.0,425.0
38889,466.0,28.0,494.0
38890,756.0,126.0,882.0
38891,480.0,69.0,549.0
38892,1065.0,98.5,1163.5
38893,333.0,96.5,429.5
38894,636.0,60.0,696.0
38895,105.0,14.0,119.0
38896,234.0,23.0,257.0
38897,297.0,27.0,324.0
38898,400.5,55.0,455.5
38899,424.0,60.0,484.0
38900,294.12,6.0,300.12
38901,1148.0,126.0,1274.0
38902,260.0,4.0,264.0
38903,580.0,201.0,781.0
38904,302.0,21.0,323.0
38905,171.0,198.0,369.0
38906,88.0,14.0,102.0
38907,979.2,152.0,1131.2
38908,891.0,69.0,960.0
38909,596.0,48.5,644.5
38910,1728.0,154.5,1882.5
38911,279.0,182.5,461.5
38912,390.0,33.0,423.0
38913,891.0,69.0,960.0
38914,645.0,178.5,823.5
38915,1908.0,516.0,2424.0
38916,1215.0,240.0,1455.0
38917,372.0,96.0,468.0
38918,891.0,132.0,1023.0
38919,891.0,146.0,1037.0
38920,360.0,27.0,387.0
38921,326.4,72.0,398.4
38922,714.0,42.0,756.0
38923,294.0,34.0,328.0
38924,263.32,4.0,267.32
38925,468.0,21.0,489.0
38926,388.65,42.0,430.65
38927,1165.95,126.0,1291.95
38928,387.0,6.0,393.0
38929,116.0,14.0,130.0
38930,133.0,14.0,147.0
38931,623.0,84.0,707.0
38932,108.84,14.0,122.84
38933,108.84,14.0,122.84
38934,138.0,53.8,191.8
38935,118.5,56.0,174.5
38936,441.0,52.0,493.0
38937,99.2,14.0,113.2
38938,89.0,12.0,101.0
38939,113.1,14.0,127.1
38940,387.0,26.0,413.0
38941,387.0,112.0,499.0
38942,387.0,3.0,390.0
38943,543.0,69.5,612.5
38944,762.0,154.0,916.0
38945,346.0,28.0,374.0
38946,611.2,190.3,801.5
38947,582.0,83.0,665.0
38948,390.0,6.0,396.0
38949,639.6,31.0,670.6
38950,444.0,73.0,517.0
38951,792.0,98.97,890.97
38952,474.0,56.0,530.0
38953,525.0,120.0,645.0
38954,861.0,187.5,1048.5
38955,240.3,33.0,273.3
38956,671.0,110.5,781.5
38957,548.0,56.0,604.0
38958,795.32,120.8,916.12
38959,392.16,157.0,549.1600000000001
38960,503.2,61.5,564.7
38961,581.0,123.5,704.5
38962,132.8,116.0,248.8
38963,534.0,126.9,660.9
38964,534.0,122.15,656.15
38965,612.14,85.0,697.14
38966,396.0,8.0,404.0
38967,132.8,123.5,256.3
38968,132.8,116.0,248.8
38969,135.0,71.0,206.0
38970,132.8,116.0,248.8
38971,132.8,116.0,248.8
38972,132.8,116.0,248.8
38973,132.8,116.0,248.8
38974,132.8,116.0,248.8
38975,132.8,116.0,248.8
38976,258.0,14.0,272.0
38977,132.8,116.0,248.8
38978,258.0,22.0,280.0
38979,1290.0,110.0,1400.0
38980,258.0,20.8,278.8
38981,135.0,58.0,193.0
38982,258.0,22.0,280.0
38983,135.0,58.0,193.0
38984,384.84,134.7,519.54
38985,132.8,116.0,248.8
38986,266.0,14.0,280.0
38987,132.8,116.0,248.8
38988,132.8,116.0,248.8
38989,132.8,116.0,248.8
38990,132.8,168.5,301.3
38991,132.8,150.5,283.3
38992,132.8,116.0,248.8
38993,320.4,44.0,364.4
38994,132.8,116.0,248.8
38995,132.8,116.0,248.8
38996,132.8,116.0,248.8
38997,132.8,116.0,248.8
38998,132.8,116.0,248.8
38999,132.8,116.0,248.8
39000,132.8,118.5,251.3
39001,132.8,116.0,248.8
39002,432.0,63.0,495.0
39003,1026.0,248.5,1274.5
39004,132.8,116.0,248.8
39005,132.8,116.0,248.8
39006,132.8,116.0,248.8
39007,135.0,58.0,193.0
39008,132.8,116.0,248.8
39009,135.0,63.5,198.5
39010,132.8,116.0,248.8
39011,135.0,58.0,193.0
39012,117.8,37.2,155.0
39013,416.4,56.0,472.4
39014,132.8,116.0,248.8
39015,132.8,116.0,248.8
39016,132.8,125.0,257.8
39017,132.8,182.5,315.3
39018,132.8,116.0,248.8
39019,132.8,116.0,248.8
39020,117.8,81.7,199.5
39021,355.5,54.0,409.5
39022,355.5,42.0,397.5
39023,424.0,103.5,527.5
39024,135.0,58.0,193.0
39025,355.5,42.0,397.5
39026,132.8,116.0,248.8
39027,132.8,116.0,248.8
39028,516.0,110.0,626.0
39029,355.5,42.0,397.5
39030,373.5,21.0,394.5
39031,135.0,58.0,193.0
39032,83.0,20.0,103.0
39033,132.8,116.0,248.8
39034,132.8,116.0,248.8
39035,132.8,116.0,248.8
39036,320.0,118.5,438.5
39037,132.8,121.0,253.8
39038,132.8,116.0,248.8
39039,528.0,242.0,770.0
39040,135.0,58.0,193.0
39041,132.8,116.0,248.8
39042,132.8,116.0,248.8
39043,132.8,116.0,248.8
39044,336.0,55.0,391.0
39045,442.0,49.5,491.5
39046,132.8,116.0,248.8
39047,132.8,116.0,248.8
39048,132.8,116.0,248.8
39049,528.0,88.0,616.0
39050,132.8,116.0,248.8
39051,132.8,116.0,248.8
39052,520.5,70.0,590.5
39053,368.0,14.0,382.0
39054,132.8,116.0,248.8
39055,684.0,42.0,726.0
39056,135.0,58.0,193.0
39057,132.8,116.0,248.8
39058,186.0,14.0,200.0
39059,132.8,116.0,248.8
39060,442.0,69.0,511.0
39061,528.0,113.5,641.5
39062,556.4,387.5,943.9
39063,132.8,116.0,248.8
39064,488.4,292.5,780.9
39065,316.0,31.5,347.5
39066,132.8,116.0,248.8
39067,636.0,73.0,709.0
39068,534.0,54.0,588.0
39069,640.0,54.5,694.5
39070,539.0,106.0,645.0
39071,132.8,116.0,248.8
39072,471.0,160.5,631.5
39073,528.0,103.5,631.5
39074,132.8,370.5,503.3
39075,135.0,98.0,233.0
39076,464.4,102.5,566.9
39077,414.0,42.0,456.0
39078,150.0,1.0,151.0
39079,312.3,69.0,381.3
39080,89.0,15.0,104.0
39081,279.0,14.0,293.0
39082,481.2,64.0,545.2
39083,569.88,140.3,710.1800000000001
39084,231.3,42.0,273.3
39085,537.0,87.0,624.0
39086,82.4,23.0,105.4
39087,89.0,1.0,90.0
39088,80.4,7.0,87.4
39089,148.98,9.0,157.98
39090,148.98,9.0,157.98
39091,148.98,9.0,157.98
39092,154.98,1.0,155.98
39093,228.0,43.0,271.0
39094,766.5,187.5,954.0
39095,160.0,2.0,162.0
39096,516.0,8.0,524.0
39097,133.0,7.0,140.0
39098,370.0,54.0,424.0
39099,1272.0,126.0,1398.0
39100,212.0,20.0,232.0
39101,89.0,7.0,96.0
39102,147.0,23.0,170.0
39103,168.0,23.0,191.0
39104,185.0,18.0,203.0
39105,226.2,28.0,254.2
39106,508.0,83.0,591.0
39107,298.22,83.9,382.12
39108,278.63,120.0,398.63
39109,857.0,66.0,923.0
39110,164.0,26.0,190.0
39111,219.0,42.0,261.0
39112,160.0,11.0,171.0
39113,89.0,7.0,96.0
39114,99.0,2.0,101.0
39115,866.96,193.0,1059.96
39116,119.0,22.0,141.0
39117,360.0,84.5,444.5
39118,178.0,14.0,192.0
39119,89.0,7.0,96.0
39120,89.0,7.0,96.0
39121,148.98,20.5,169.48
39122,305.0,289.0,594.0
39123,838.0,100.0,938.0
39124,200.0,22.0,222.0
39125,228.0,29.0,257.0
39126,576.0,28.0,604.0
39127,663.0,60.0,723.0
39128,148.98,8.0,156.98
39129,394.0,165.5,559.5
39130,473.0,42.0,515.0
39131,78.0,14.0,92.0
39132,417.8,82.2,500.0
39133,449.0,6.0,455.0
39134,476.0,132.5,608.5
39135,297.0,86.0,383.0
39136,377.0,95.0,472.0
39137,240.3,33.0,273.3
39138,240.3,33.0,273.3
39139,533.0,63.0,596.0
39140,280.6,19.0,299.6
39141,222.84,14.0,236.84
39142,119.0,6.5,125.5
39143,109.5,14.0,123.5
