id,lodging_revenue,other_revenue,total_revenue
3673,138.0,83.5,221.5
3674,271.75,51.0,322.75
3675,497.0,113.0,610.0
3676,258.0,83.0,341.0
3677,375.3,102.0,477.3
3678,431.0,69.0,500.0
3679,174.0,72.0,246.0
3680,190.0,74.8,264.8
3681,424.65,67.5,492.15
3682,348.3,72.0,420.3
3683,226.18,61.5,287.68
3684,264.0,44.0,308.0
3685,80.1,2.0,82.1
3686,320.28,82.72,403.0
3687,405.9,63.0,468.9
3688,184.0,73.5,257.5
3689,264.0,59.5,323.5
3690,264.0,47.0,311.0
3691,264.0,44.5,308.5
3692,792.0,114.0,906.0
3693,264.0,48.5,312.5
3694,119.0,23.5,142.5
3695,336.59,146.0,482.59
3696,214.2,94.0,308.2
3697,105.9,14.0,119.9
3698,184.0,85.0,269.0
3699,89.0,14.0,103.0
3700,104.0,18.0,122.0
3701,105.3,21.0,126.3
3702,547.2,91.5,638.7
3703,447.0,84.0,531.0
3704,370.59,56.0,426.59
3705,89.0,11.0,100.0
3706,326.7,51.0,377.7
3707,159.0,42.0,201.0
3708,94.0,42.0,136.0
3709,138.0,42.0,180.0
3710,64.08,31.0,95.08
3711,267.0,42.0,309.0
3712,318.0,108.5,426.5
3713,267.0,42.0,309.0
3714,267.0,42.0,309.0
3715,214.2,97.5,311.7
3716,264.0,61.5,325.5
3717,78.9,19.0,97.9
3718,73.0,7.0,80.0
3719,136.2,28.0,164.2
3720,367.92,131.18,499.1
3721,168.0,4.5,172.5
3722,470.7,82.0,552.7
3723,219.0,42.0,261.0
3724,486.0,68.0,554.0
3725,89.0,125.0,214.0
3726,243.0,74.0,317.0
3727,104.0,7.0,111.0
3728,342.72,84.0,426.72
3729,496.0,72.0,568.0
3730,616.0,84.0,700.0
3731,220.4,102.5,322.9
3732,234.0,156.0,390.0
3733,486.0,133.0,619.0
3734,234.0,156.0,390.0
3735,529.0,66.0,595.0
3736,234.0,156.0,390.0
3737,486.0,63.5,549.5
3738,117.0,87.0,204.0
3739,234.0,156.0,390.0
3740,234.0,156.0,390.0
3741,616.0,122.5,738.5
3742,222.0,78.0,300.0
3743,234.0,171.0,405.0
3744,321.0,234.0,555.0
3745,222.0,78.0,300.0
3746,234.0,156.0,390.0
3747,222.0,78.0,300.0
3748,222.0,78.0,300.0
3749,222.0,78.0,300.0
3750,222.0,78.0,300.0
3751,222.0,78.0,300.0
3752,104.0,126.5,230.5
3753,222.0,72.0,294.0
3754,234.0,156.0,390.0
3755,234.0,156.0,390.0
3756,222.0,72.0,294.0
3757,412.27,153.82,566.0899999999999
3758,449.1,184.0,633.1
3759,401.94,92.0,493.94
3760,420.0,112.0,532.0
3761,767.95,321.5,1089.45
3762,241.6,128.14,369.74
3763,154.64,28.0,182.64
3764,796.5,223.5,1020.0
3765,677.7,167.5,845.2
3766,89.0,48.0,137.0
3767,178.0,35.0,213.0
3768,104.0,47.0,151.0
3769,224.0,187.0,411.0
3770,174.0,42.0,216.0
3771,407.55,63.0,470.55
3772,304.0,44.0,348.0
3773,352.0,112.0,464.0
3774,89.0,14.0,103.0
3775,67.92,13.5,81.42
3776,113.04,200.46,313.5
3777,2998.0,315.5,3313.5
3778,113.04,14.96,128.0
3779,67.92,16.0,83.92
3780,89.0,11.0,100.0
3781,89.0,16.0,105.0
3782,172.0,103.5,275.5
3783,499.05,163.5,662.55
3784,120.58,63.0,183.57999999999998
3785,471.0,62.0,533.0
3786,116.0,30.0,146.0
3787,290.0,138.0,428.0
3788,725.0,184.0,909.0
3789,147.9,50.1,198.0
3790,104.0,27.0,131.0
3791,199.0,30.5,229.5
3792,80.1,20.99,101.08999999999999
3793,178.0,50.49,228.49
3794,0.0,32.0,32.0
3795,0.0,2.0,2.0
3796,225.9,42.0,267.9
3797,184.0,56.0,240.0
3798,140.0,30.0,170.0
3799,168.0,9.0,177.0
3800,596.0,90.5,686.5
3801,178.0,28.0,206.0
3802,596.0,107.5,703.5
3803,650.0,90.0,740.0
3804,87.0,34.0,121.0
3805,89.0,11.0,100.0
3806,104.0,33.0,137.0
3807,380.4,104.49,484.89
3808,521.1,165.5,686.6
3809,291.36,45.72,337.08000000000004
3810,738.5,128.0,866.5
3811,1174.2,255.0,1429.2
3812,886.2,168.0,1054.2
3813,174.0,53.0,227.0
3814,230.8,64.0,294.8
3815,129.0,80.0,209.0
3816,230.8,66.5,297.3
3817,184.0,63.0,247.0
3818,198.0,63.0,261.0
3819,344.6,68.0,412.6
3820,350.6,265.5,616.1
3821,560.0,269.4,829.4
3822,342.0,67.0,409.0
3823,430.3,141.0,571.3
3824,600.0,93.0,693.0
3825,645.0,137.5,782.5
3826,275.4,73.2,348.59999999999997
3827,210.6,119.0,329.6
3828,281.8,56.0,337.8
3829,129.0,42.0,171.0
3830,357.0,63.0,420.0
3831,357.0,63.0,420.0
3832,281.8,92.0,373.8
3833,92.4,38.0,130.4
3834,422.7,80.0,502.7
3835,679.68,144.0,823.68
3836,226.56,126.5,353.06
3837,315.9,63.0,378.9
3838,291.36,122.22,413.58000000000004
3839,129.0,120.0,249.0
3840,295.4,56.0,351.4
3841,366.0,62.0,428.0
3842,300.0,86.5,386.5
3843,300.0,87.5,387.5
3844,277.0,44.5,321.5
3845,476.8,39.2,516.0
3846,294.51,10.0,304.51
3847,367.0,37.5,404.5
3848,249.0,50.0,299.0
3849,295.4,72.5,367.9
3850,126.0,22.0,148.0
3851,238.0,42.0,280.0
3852,295.4,170.99,466.39
3853,281.8,186.5,468.3
3854,516.0,134.0,650.0
3855,114.0,27.0,141.0
3856,285.77,77.98,363.75
3857,346.4,153.0,499.4
3858,295.4,56.0,351.4
3859,516.0,119.0,635.0
3860,516.0,119.0,635.0
3861,295.4,60.0,355.4
3862,183.23,42.0,225.23
3863,183.23,44.5,227.73
3864,351.63,191.62,543.25
3865,59.0,7.0,66.0
3866,157.8,46.0,203.8
3867,59.0,9.0,68.0
3868,233.8,99.4,333.20000000000005
3869,510.2,70.0,580.2
3870,78.9,14.0,92.9
3871,80.1,31.0,111.1
3872,315.9,170.0,485.9
3873,601.75,122.0,723.75
3874,1089.0,265.5,1354.5
3875,432.0,54.5,486.5
3876,197.0,56.0,253.0
3877,720.0,42.0,762.0
3878,270.0,32.0,302.0
3879,365.4,167.4,532.8
3880,346.4,56.0,402.4
3881,488.85,287.5,776.35
3882,242.59,65.11,307.7
3883,285.77,42.98,328.75
3884,141.0,14.0,155.0
3885,494.95,112.49,607.4399999999999
3886,295.4,58.5,353.9
3887,74.1,7.0,81.1
3888,369.25,144.5,513.75
3889,118.0,18.0,136.0
3890,289.0,16.0,305.0
3891,281.8,150.0,431.8
3892,118.0,22.0,140.0
3893,289.0,329.5,618.5
3894,75.62,16.0,91.62
3895,371.8,126.0,497.8
3896,210.6,49.5,260.1
3897,272.3,47.5,319.8
3898,569.1,224.96,794.0600000000001
3899,575.6,1123.4,1699.0
3900,985.0,275.5,1260.5
3901,240.3,29.43,269.73
3902,277.2,42.0,319.2
3903,257.0,167.0,424.0
3904,346.0,82.0,428.0
3905,297.0,46.0,343.0
3906,346.0,82.0,428.0
3907,0.0,7.0,7.0
3908,150.6,28.0,178.6
3909,132.84,22.0,154.84
3910,99.0,2.0,101.0
3911,99.0,2.0,101.0
3912,236.7,50.5,287.2
3913,165.27,164.5,329.77
3914,79.5,7.0,86.5
3915,154.5,21.0,175.5
3916,159.0,54.0,213.0
3917,159.0,54.0,213.0
3918,159.0,54.0,213.0
3919,154.5,21.0,175.5
3920,154.5,21.0,175.5
3921,159.0,42.0,201.0
3922,159.0,48.0,207.0
3923,159.0,54.0,213.0
3924,159.0,48.0,207.0
3925,159.0,54.0,213.0
3926,159.0,42.0,201.0
3927,159.0,48.0,207.0
3928,159.0,54.0,213.0
3929,154.5,21.0,175.5
3930,159.0,54.0,213.0
3931,159.0,54.0,213.0
3932,0.0,5.5,5.5
3933,277.2,105.5,382.7
3934,254.6,89.0,343.6
3935,358.02,229.48,587.5
3936,99.0,2.0,101.0
3937,694.0,98.0,792.0
3938,352.25,104.0,456.25
3939,98.02,626.5,724.52
3940,129.0,2.0,131.0
3941,358.02,229.48,587.5
3942,358.02,229.48,587.5
3943,277.2,105.0,382.2
3944,315.9,81.0,396.9
3945,358.02,229.48,587.5
3946,358.02,229.48,587.5
3947,358.02,229.48,587.5
3948,165.66,63.0,228.66
3949,0.0,0.0,0.0
3950,165.66,79.5,245.16
3951,105.9,14.0,119.9
3952,217.84,45.5,263.34000000000003
3953,236.7,54.0,290.7
3954,258.0,109.5,367.5
3955,544.45,103.0,647.45
3956,396.9,63.0,459.9
3957,317.7,42.0,359.7
3958,295.4,58.5,353.9
3959,886.2,154.5,1040.7
3960,886.2,157.0,1043.2
3961,192.1,38.4,230.5
3962,642.6,79.5,722.1
3963,99.0,2.0,101.0
3964,320.0,54.5,374.5
3965,236.7,42.0,278.7
3966,75.6,11.0,86.6
3967,256.5,6.0,262.5
3968,423.6,102.5,526.1
3969,257.73,284.0,541.73
3970,282.6,61.5,344.1
3971,89.0,20.0,109.0
3972,410.9,239.0,649.9
3973,493.15,98.0,591.15
3974,285.0,70.0,355.0
3975,270.13,39.62,309.75
3976,351.5,56.0,407.5
3977,132.3,21.0,153.3
3978,319.5,21.0,340.5
3979,190.2,51.0,241.2
3980,648.0,120.0,768.0
3981,242.1,42.0,284.1
3982,282.6,42.0,324.6
3983,505.8,88.0,593.8
3984,150.6,28.0,178.6
3985,225.9,90.0,315.9
3986,259.7,56.0,315.7
3987,282.6,199.5,482.1
3988,1413.0,206.0,1619.0
3989,315.8,80.5,396.3
3990,683.1,57.0,740.1
3991,177.0,42.0,219.0
3992,227.7,34.0,261.7
3993,1054.5,206.5,1261.0
3994,1413.0,231.5,1644.5
3995,505.8,100.0,605.8
3996,167.42,69.0,236.42
3997,168.6,62.0,230.6
3998,887.85,210.0,1097.85
3999,295.95,89.0,384.95
4000,211.8,28.0,239.8
4001,349.8,69.0,418.8
4002,437.0,63.0,500.0
4003,226.95,122.5,349.45
4004,238.8,28.0,266.8
4005,118.0,68.5,186.5
4006,716.4,84.0,800.4
4007,433.5,81.5,515.0
4008,245.7,6.0,251.7
4009,316.72,174.0,490.72
4010,1413.0,268.5,1681.5
4011,365.1,111.5,476.6
4012,85.0,7.0,92.0
4013,225.12,111.6,336.72
4014,83.0,7.0,90.0
4015,225.9,80.0,305.9
4016,677.7,154.0,831.7
4017,87.0,14.0,101.0
4018,677.7,166.0,843.7
4019,113.0,75.0,188.0
4020,493.15,122.0,615.15
4021,113.0,7.0,120.0
4022,178.0,6.5,184.5
4023,89.0,35.5,124.5
4024,89.0,7.0,96.0
4025,192.0,112.5,304.5
4026,89.0,7.0,96.0
4027,178.0,28.0,206.0
4028,204.0,36.0,240.0
4029,367.0,191.5,558.5
4030,352.25,70.0,422.25
4031,89.0,23.0,112.0
4032,624.9,375.0,999.9
4033,624.9,283.0,907.9
4034,132.3,21.0,153.3
4035,189.48,59.0,248.48
4036,903.6,476.8,1380.4
4037,412.5,84.0,496.5
4038,538.3,140.5,678.8
4039,340.0,48.0,388.0
4040,500.88,84.0,584.88
4041,2145.0,322.5,2467.5
4042,640.0,126.5,766.5
4043,100.0,62.5,162.5
4044,131.54,58.5,190.04
4045,278.15,25.5,303.65
4046,192.0,275.5,467.5
4047,192.0,115.5,307.5
4048,213.6,18.0,231.6
4049,213.6,8.5,222.1
4050,255.0,36.0,291.0
4051,261.0,168.5,429.5
4052,77.0,14.0,91.0
4053,319.5,23.0,342.5
4054,423.9,138.5,562.4
4055,180.0,14.0,194.0
4056,89.0,2.0,91.0
4057,89.0,11.0,100.0
4058,563.4,38.0,601.4
4059,186.6,42.76,229.35999999999999
4060,178.0,4.0,182.0
4061,89.0,9.5,98.5
4062,178.0,29.0,207.0
4063,267.0,21.0,288.0
4064,267.0,21.0,288.0
4065,187.8,56.0,243.8
4066,89.0,56.0,145.0
4067,352.25,70.0,422.25
4068,265.0,31.5,296.5
4069,252.0,69.0,321.0
4070,84.0,3.5,87.5
4071,270.9,47.0,317.9
4072,293.4,76.0,369.4
4073,119.0,30.0,149.0
4074,321.3,133.0,454.3
4075,238.0,102.0,340.0
4076,238.97,56.0,294.97
4077,507.55,191.0,698.55
4078,478.5,315.5,794.0
4079,478.5,186.0,664.5
4080,384.55,70.0,454.55
4081,517.2,231.5,748.7
4082,229.5,36.0,265.5
4083,282.0,56.0,338.0
4084,549.2,108.0,657.2
4085,688.5,5.0,693.5
4086,211.5,21.0,232.5
4087,89.0,1.0,90.0
4088,229.5,136.0,365.5
4089,225.9,42.0,267.9
4090,225.9,42.0,267.9
4091,68.53,2.0,70.53
4092,639.0,197.5,836.5
4093,89.0,1.0,90.0
4094,366.0,142.5,508.5
4095,289.0,42.0,331.0
4096,422.7,170.0,592.7
4097,89.0,1.0,90.0
4098,316.12,30.0,346.12
4099,140.0,14.0,154.0
4100,75.3,19.0,94.3
4101,340.0,311.0,651.0
4102,247.81,75.5,323.31
4103,247.81,70.0,317.81
4104,340.0,132.0,472.0
4105,300.5,56.0,356.5
4106,129.0,8.0,137.0
4107,252.9,42.0,294.9
4108,204.0,121.0,325.0
4109,68.0,42.0,110.0
4110,68.0,42.0,110.0
4111,68.0,42.0,110.0
4112,192.0,49.0,241.0
4113,213.0,35.0,248.0
4114,234.9,42.0,276.9
4115,247.81,74.5,322.31
4116,68.0,42.0,110.0
4117,74.0,21.0,95.0
4118,320.0,160.5,480.5
4119,172.59,42.0,214.59
4120,68.0,42.0,110.0
4121,68.0,42.0,110.0
4122,68.0,42.0,110.0
4123,432.9,65.0,497.9
4124,68.0,44.5,112.5
4125,249.5,177.0,426.5
4126,68.0,47.0,115.0
4127,68.0,42.0,110.0
4128,69.0,23.5,92.5
4129,222.0,63.0,285.0
4130,389.65,106.0,495.65
4131,68.0,42.0,110.0
4132,389.65,163.0,552.65
4133,69.0,26.0,95.0
4134,224.7,36.0,260.7
4135,74.0,23.5,97.5
4136,68.0,42.0,110.0
4137,68.0,51.0,119.0
4138,68.0,42.0,110.0
4139,68.0,42.0,110.0
4140,68.0,42.0,110.0
4141,68.0,42.0,110.0
4142,68.0,42.0,110.0
4143,68.0,50.0,118.0
4144,68.0,54.0,122.0
4145,403.25,185.0,588.25
4146,74.0,23.0,97.0
4147,68.0,60.0,128.0
4148,68.0,44.0,112.0
4149,68.0,42.0,110.0
4150,68.0,44.5,112.5
4151,68.0,50.0,118.0
4152,68.0,49.0,117.0
4153,68.0,42.0,110.0
4154,68.0,42.0,110.0
4155,68.0,42.0,110.0
4156,68.0,44.5,112.5
4157,68.0,42.0,110.0
4158,68.0,71.0,139.0
4159,68.0,49.5,117.5
4160,68.0,60.0,128.0
4161,68.0,83.0,151.0
4162,68.0,42.0,110.0
4163,68.0,42.0,110.0
4164,68.0,42.0,110.0
4165,403.25,77.0,480.25
4166,68.0,50.0,118.0
4167,68.0,42.0,110.0
4168,238.5,24.0,262.5
4169,68.0,122.0,190.0
4170,68.0,41.0,109.0
4171,68.0,48.0,116.0
4172,68.0,42.0,110.0
4173,68.0,42.0,110.0
4174,68.0,73.5,141.5
4175,68.0,58.0,126.0
4176,68.0,47.0,115.0
4177,68.0,63.5,131.5
4178,125.0,12.0,137.0
4179,478.9,73.5,552.4
4180,68.0,45.0,113.0
4181,157.0,90.75,247.75
4182,68.0,49.5,117.5
4183,68.0,44.5,112.5
4184,118.0,28.0,146.0
4185,74.0,21.0,95.0
4186,68.0,45.0,113.0
4187,68.0,54.0,122.0
4188,332.1,110.0,442.1
4189,252.9,130.5,383.4
4190,74.0,23.0,97.0
4191,252.9,216.0,468.9
4192,0.0,0.0,0.0
4193,68.0,42.0,110.0
4194,68.0,42.0,110.0
4195,68.0,42.0,110.0
4196,0.0,0.0,0.0
4197,138.0,38.5,176.5
4198,306.0,44.0,350.0
4199,289.0,255.0,544.0
4200,252.0,42.5,294.5
4201,348.0,396.0,744.0
4202,244.82,11.0,255.82
4203,345.5,181.0,526.5
4204,261.0,66.5,327.5
4205,320.0,178.0,498.0
4206,448.2,92.5,540.7
4207,356.0,97.5,453.5
4208,89.0,1.0,90.0
4209,89.0,2.0,91.0
4210,89.0,7.0,96.0
4211,210.5,157.5,368.0
4212,256.5,11.0,267.5
4213,414.2,86.5,500.7
4214,323.0,32.0,355.0
4215,358.2,82.0,440.2
4216,85.0,18.0,103.0
4217,38.0,14.0,52.0
4218,207.5,119.88,327.38
4219,177.0,33.0,210.0
4220,66.72,7.0,73.72
4221,89.0,23.0,112.0
4222,212.0,183.0,395.0
4223,83.0,7.0,90.0
4224,212.0,200.96,412.96000000000004
4225,279.9,100.0,379.9
4226,70.0,33.6,103.6
4227,212.0,185.0,397.0
4228,177.0,81.0,258.0
4229,358.0,96.0,454.0
4230,345.0,666.0,1011.0
4231,206.0,95.0,301.0
4232,353.4,131.6,485.0
4233,186.6,26.0,212.6
4234,206.0,99.23,305.23
4235,206.0,90.0,296.0
4236,320.0,213.0,533.0
4237,361.25,64.0,425.25
4238,408.6,230.9,639.5
4239,332.8,111.31,444.11
4240,236.0,492.0,728.0
4241,212.0,180.0,392.0
4242,236.0,56.0,292.0
4243,212.0,180.0,392.0
4244,234.9,161.0,395.9
4245,365.0,72.0,437.0
4246,315.8,60.0,375.8
4247,80.8,144.0,224.8
4248,243.0,84.0,327.0
4249,89.0,49.5,138.5
4250,89.0,43.0,132.0
4251,238.5,104.5,343.0
4252,77.0,14.0,91.0
4253,349.8,79.5,429.3
4254,356.0,28.0,384.0
4255,320.0,264.5,584.5
4256,356.0,66.15,422.15
4257,73.2,7.0,80.2
4258,94.5,35.5,130.0
4259,168.0,43.5,211.5
4260,484.5,27.0,511.5
4261,256.5,26.0,282.5
4262,431.2,84.0,515.2
4263,168.6,28.0,196.6
4264,407.07,158.5,565.5699999999999
4265,89.0,32.0,121.0
4266,178.0,10.5,188.5
4267,333.99,108.0,441.99
4268,89.0,4.5,93.5
4269,300.6,102.5,403.1
4270,377.75,100.0,477.75
4271,377.75,70.0,447.75
4272,76.5,11.0,87.5
4273,95.0,14.5,109.5
4274,89.0,46.0,135.0
4275,53.3,4.5,57.8
4276,89.0,24.0,113.0
4277,352.0,42.0,394.0
4278,89.0,2.0,91.0
4279,248.16,151.0,399.15999999999997
4280,397.0,63.0,460.0
4281,716.4,120.5,836.9
4282,87.0,23.0,110.0
4283,178.0,47.0,225.0
4284,89.0,14.0,103.0
4285,190.0,14.0,204.0
4286,178.0,28.0,206.0
4287,141.0,88.5,229.5
4288,189.0,62.0,251.0
4289,335.14,42.0,377.14
4290,290.3,56.0,346.3
4291,186.6,28.0,214.6
4292,77.0,23.0,100.0
4293,88.95,8.0,96.95
4294,76.95,29.0,105.95
4295,306.0,140.5,446.5
4296,89.0,14.0,103.0
4297,320.66,72.0,392.66
4298,344.66,28.0,372.66
4299,349.8,56.0,405.8
4300,89.0,23.0,112.0
4301,296.4,42.0,338.4
4302,307.3,72.5,379.8
4303,208.0,35.5,243.5
4304,106.8,14.0,120.8
4305,64.68,50.0,114.68
4306,268.0,149.0,417.0
4307,99.0,47.0,146.0
4308,105.9,19.0,124.9
4309,0.0,4.0,4.0
4310,89.0,4.5,93.5
4311,267.0,113.0,380.0
4312,104.0,60.0,164.0
4313,267.0,33.0,300.0
4314,267.0,33.0,300.0
4315,261.9,48.0,309.9
4316,84.0,49.5,133.5
4317,134.0,14.0,148.0
4318,335.1,79.0,414.1
4319,250.0,14.0,264.0
4320,722.0,92.0,814.0
4321,459.9,63.0,522.9
4322,1379.7,168.0,1547.7
4323,208.0,32.0,240.0
4324,298.0,132.0,430.0
4325,375.3,65.99,441.29
4326,106.0,28.0,134.0
4327,332.1,63.0,395.1
4328,324.3,56.0,380.3
4329,202.8,28.0,230.8
4330,320.4,42.0,362.4
4331,152.5,42.0,194.5
4332,320.4,54.0,374.4
4333,320.4,137.5,457.9
4334,103.0,14.0,117.0
4335,103.0,14.0,117.0
4336,117.0,14.0,131.0
4337,113.0,7.0,120.0
4338,113.0,7.0,120.0
4339,103.0,14.0,117.0
4340,103.0,14.0,117.0
4341,944.88,570.4,1515.28
4342,0.0,4.0,4.0
4343,410.0,37.5,447.5
4344,106.0,28.0,134.0
4345,106.0,28.0,134.0
4346,163.8,31.8,195.60000000000002
4347,163.8,102.4,266.20000000000005
4348,163.8,59.4,223.20000000000002
4349,106.0,28.0,134.0
4350,229.5,140.0,369.5
4351,1049.4,283.5,1332.9
4352,352.0,68.0,420.0
4353,377.1,54.0,431.1
4354,103.0,14.0,117.0
4355,0.0,6.0,6.0
4356,359.1,105.0,464.1
4357,103.0,14.0,117.0
4358,193.0,24.0,217.0
4359,318.0,167.0,485.0
4360,256.5,6.5,263.0
4361,229.5,6.0,235.5
4362,383.8,63.5,447.3
4363,329.8,65.0,394.8
4364,84.0,16.99,100.99
4365,103.0,45.0,148.0
4366,106.0,95.0,201.0
4367,106.0,126.0,232.0
4368,106.0,90.0,196.0
4369,0.0,2.0,2.0
4370,106.0,90.0,196.0
4371,106.0,90.0,196.0
4372,106.0,90.0,196.0
4373,106.0,90.0,196.0
4374,106.0,90.0,196.0
4375,116.0,28.0,144.0
4376,106.0,90.0,196.0
4377,118.0,21.5,139.5
4378,106.0,95.0,201.0
4379,106.0,90.0,196.0
4380,116.0,28.0,144.0
4381,116.0,28.0,144.0
4382,116.0,28.0,144.0
4383,116.0,28.0,144.0
4384,116.0,28.0,144.0
4385,106.0,90.0,196.0
4386,135.0,21.0,156.0
4387,106.0,105.0,211.0
4388,116.0,28.0,144.0
4389,116.0,28.0,144.0
4390,116.0,28.0,144.0
4391,116.0,28.0,144.0
4392,118.0,14.0,132.0
4393,116.0,28.0,144.0
4394,116.0,28.0,144.0
4395,116.0,28.0,144.0
4396,710.0,84.0,794.0
4397,116.0,28.0,144.0
4398,116.0,28.0,144.0
4399,118.0,59.0,177.0
4400,116.0,28.0,144.0
4401,176.7,32.0,208.7
4402,116.0,28.0,144.0
4403,0.0,0.0,0.0
4404,116.0,30.5,146.5
4405,117.8,44.0,161.8
4406,117.8,44.0,161.8
4407,116.0,46.5,162.5
4408,1136.85,191.0,1327.85
4409,118.0,14.0,132.0
4410,164.0,42.0,206.0
4411,116.0,28.0,144.0
4412,116.0,28.0,144.0
4413,116.0,30.5,146.5
4414,359.1,63.0,422.1
4415,72.25,2.0,74.25
4416,116.0,28.0,144.0
4417,105.0,1.0,106.0
4418,472.2,58.5,530.7
4419,105.0,1.0,106.0
4420,252.9,103.5,356.4
4421,267.38,170.5,437.88
4422,581.75,70.0,651.75
4423,313.0,74.0,387.0
4424,281.8,58.5,340.3
4425,1128.0,78.0,1206.0
4426,205.96,66.0,271.96000000000004
4427,522.0,218.5,740.5
4428,116.0,28.0,144.0
4429,118.0,14.0,132.0
4430,402.0,56.0,458.0
4431,225.9,44.5,270.4
4432,813.54,170.0,983.54
4433,267.0,52.5,319.5
4434,89.0,77.5,166.5
4435,224.0,28.0,252.0
4436,89.0,21.0,110.0
4437,267.0,33.0,300.0
4438,327.0,21.0,348.0
4439,89.0,27.5,116.5
4440,238.5,13.0,251.5
4441,238.5,6.0,244.5
4442,238.5,6.0,244.5
4443,82.65,40.5,123.15
4444,238.5,28.5,267.0
4445,234.9,128.5,363.4
4446,609.4,97.0,706.4
4447,394.75,70.0,464.75
4448,391.5,26.0,417.5
4449,320.4,60.0,380.4
4450,163.0,29.0,192.0
4451,349.8,56.0,405.8
4452,432.9,132.0,564.9
4453,236.7,23.0,259.7
4454,383.8,63.0,446.8
4455,238.67,73.0,311.66999999999996
4456,212.5,56.0,268.5
4457,383.8,56.0,439.8
4458,710.0,84.0,794.0
4459,384.0,83.0,467.0
4460,754.95,137.0,891.95
4461,213.6,114.0,327.6
4462,194.0,31.5,225.5
4463,359.1,63.0,422.1
4464,93.3,14.0,107.3
4465,311.4,42.0,353.4
4466,89.0,23.0,112.0
4467,252.9,42.0,294.9
4468,416.0,59.5,475.5
4469,194.0,46.0,240.0
4470,281.45,7.0,288.45
4471,171.0,40.5,211.5
4472,402.0,56.0,458.0
4473,164.82,35.0,199.82
4474,356.5,95.0,451.5
4475,275.0,56.31,331.31
4476,208.0,80.5,288.5
4477,609.4,99.5,708.9
4478,501.0,70.0,571.0
4479,119.0,2.0,121.0
4480,164.0,34.0,198.0
4481,298.8,107.55,406.35
4482,0.0,0.0,0.0
4483,318.6,38.0,356.6
4484,1357.0,159.0,1516.0
4485,228.8,44.5,273.3
4486,701.4,281.0,982.4
4487,80.85,22.0,102.85
4488,198.0,23.0,221.0
4489,437.2,174.8,612.0
4490,330.0,544.0,874.0
4491,189.0,4.0,193.0
4492,220.5,42.0,262.5
4493,320.4,59.0,379.4
4494,119.0,61.0,180.0
4495,252.9,86.5,339.4
4496,208.0,4.0,212.0
4497,208.0,9.5,217.5
4498,186.6,28.0,214.6
4499,330.0,70.0,400.0
4500,330.0,70.0,400.0
4501,323.0,15.0,338.0
4502,330.0,70.0,400.0
4503,330.0,264.0,594.0
4504,289.0,398.5,687.5
4505,323.0,14.0,337.0
4506,289.0,44.5,333.5
4507,215.28,60.0,275.28
4508,189.0,50.5,239.5
4509,204.0,49.81,253.81
4510,268.0,100.0,368.0
4511,342.0,45.0,387.0
4512,567.0,72.0,639.0
4513,488.0,76.0,564.0
4514,94.5,6.0,100.5
4515,94.5,2.0,96.5
4516,119.0,11.0,130.0
4517,386.08,120.5,506.58
4518,192.0,48.0,240.0
4519,226.5,45.0,271.5
4520,372.0,220.3,592.3
4521,448.2,90.0,538.2
4522,119.0,22.0,141.0
4523,947.4,168.0,1115.4
4524,232.56,76.0,308.56
4525,947.4,152.0,1099.4
4526,595.15,141.0,736.15
4527,318.98,54.0,372.98
4528,332.1,90.0,422.1
4529,505.8,76.0,581.8
4530,365.0,77.0,442.0
4531,69.65,7.0,76.65
4532,168.6,46.0,214.6
4533,158.4,35.6,194.0
4534,505.8,76.0,581.8
4535,138.16,28.0,166.16
4536,222.0,51.0,273.0
4537,63.65,14.0,77.65
4538,216.75,21.75,238.5
4539,216.75,43.5,260.25
4540,216.75,55.5,272.25
4541,110.0,14.5,124.5
4542,216.75,33.75,250.5
4543,476.0,30.5,506.5
4544,178.0,32.0,210.0
4545,142.0,27.0,169.0
4546,53.0,45.0,98.0
4547,359.1,79.0,438.1
4548,53.0,45.0,98.0
4549,1251.0,183.0,1434.0
4550,89.0,2.0,91.0
4551,372.0,148.0,520.0
4552,53.0,45.0,98.0
4553,119.0,21.0,140.0
4554,53.0,45.0,98.0
4555,53.0,45.0,98.0
4556,93.3,14.0,107.3
4557,53.0,45.0,98.0
4558,89.2,16.0,105.2
4559,53.0,45.0,98.0
4560,477.9,63.0,540.9
4561,53.0,45.0,98.0
4562,323.0,91.69,414.69
4563,53.0,45.0,98.0
4564,159.0,135.0,294.0
4565,127.2,28.0,155.2
4566,53.0,45.0,98.0
4567,53.0,45.0,98.0
4568,53.0,45.0,98.0
4569,53.0,45.0,98.0
4570,51.5,24.5,76.0
4571,117.0,14.0,131.0
4572,279.9,87.0,366.9
4573,347.0,6.0,353.0
4574,85.0,6.0,91.0
4575,114.0,17.0,131.0
4576,154.0,13.0,167.0
4577,114.0,14.0,128.0
4578,519.0,63.0,582.0
4579,247.5,74.0,321.5
4580,361.25,57.5,418.75
4581,89.0,23.0,112.0
4582,400.8,102.0,502.8
4583,0.0,0.0,0.0
4584,843.0,180.0,1023.0
4585,117.0,18.0,135.0
4586,279.9,87.0,366.9
4587,164.0,27.0,191.0
4588,89.0,7.0,96.0
4589,327.9,187.8,515.7
4590,207.9,111.0,318.9
4591,291.6,44.5,336.1
4592,117.0,18.0,135.0
4593,85.5,23.5,109.0
4594,238.0,4.0,242.0
4595,119.0,12.0,131.0
