id,bookings_checked_in,bookings_no_showed,bookings_canceled,average_lead_time,days_since_creation,distribution_channel,persons_nights,room_nights
7501,1,0,0,26,940,Travel Agent/Operator,6,3
7502,1,0,0,6,940,Travel Agent/Operator,4,2
7503,1,0,0,1,940,Corporate,2,2
7504,1,0,0,112,940,Travel Agent/Operator,4,2
7505,1,0,0,1,940,Direct,2,1
7506,1,0,0,24,940,Travel Agent/Operator,8,4
7507,1,0,0,31,940,Travel Agent/Operator,4,2
7508,1,0,0,112,940,Travel Agent/Operator,4,2
7509,1,0,0,76,940,Travel Agent/Operator,10,5
7510,1,0,0,112,940,Travel Agent/Operator,4,2
7511,1,0,0,112,940,Travel Agent/Operator,4,2
7512,1,0,0,112,940,Travel Agent/Operator,4,2
7513,1,0,0,54,940,Travel Agent/Operator,4,2
7514,1,0,0,0,940,Direct,1,1
7515,1,0,0,59,940,Travel Agent/Operator,21,7
7516,1,0,0,112,940,Travel Agent/Operator,4,2
7517,1,0,0,112,940,Travel Agent/Operator,4,2
7518,1,0,0,112,940,Travel Agent/Operator,4,2
7519,1,0,0,112,940,Travel Agent/Operator,4,2
7520,1,0,0,112,940,Travel Agent/Operator,4,2
7521,1,0,0,112,940,Travel Agent/Operator,4,2
7522,1,0,0,112,940,Travel Agent/Operator,4,2
7523,1,0,0,112,940,Travel Agent/Operator,4,2
7524,1,0,0,112,940,Travel Agent/Operator,4,2
7525,1,0,0,111,940,Travel Agent/Operator,6,3
7526,1,0,0,112,940,Travel Agent/Operator,4,2
7527,1,0,0,112,940,Travel Agent/Operator,4,2
7528,1,0,0,112,940,Travel Agent/Operator,4,2
7529,1,0,0,31,940,Travel Agent/Operator,4,2
7530,1,0,0,20,940,Travel Agent/Operator,12,6
7531,1,0,0,112,940,Travel Agent/Operator,4,2
7532,1,0,0,54,940,Travel Agent/Operator,2,1
7533,1,0,0,54,940,Travel Agent/Operator,2,1
7534,1,0,0,30,940,Travel Agent/Operator,4,2
7535,1,0,0,2,940,Corporate,4,2
7536,1,0,0,2,940,Corporate,4,2
7537,1,0,0,102,940,Travel Agent/Operator,2,1
7538,1,0,0,17,940,Travel Agent/Operator,2,1
7539,1,0,0,77,940,Travel Agent/Operator,16,4
7540,1,0,0,112,940,Travel Agent/Operator,4,2
7541,1,0,0,111,940,Travel Agent/Operator,6,3
7542,1,0,0,28,939,Travel Agent/Operator,12,3
7543,1,0,0,21,939,Travel Agent/Operator,16,4
7544,1,0,0,53,939,Travel Agent/Operator,6,3
7545,1,0,0,88,939,Travel Agent/Operator,6,3
7546,1,0,0,87,939,Travel Agent/Operator,9,3
7547,1,0,0,127,939,Travel Agent/Operator,9,3
7548,1,0,0,0,939,Travel Agent/Operator,2,1
7549,1,0,0,72,939,Travel Agent/Operator,4,2
7550,1,0,0,16,939,Travel Agent/Operator,6,3
7551,1,0,0,16,939,Travel Agent/Operator,8,4
7552,1,0,0,228,939,Travel Agent/Operator,2,1
7553,1,0,0,50,939,Travel Agent/Operator,10,5
7554,1,0,0,11,939,Travel Agent/Operator,6,3
7555,1,0,0,0,939,Direct,2,1
7556,1,0,0,121,939,Travel Agent/Operator,18,6
7557,1,0,0,93,939,Travel Agent/Operator,6,2
7558,1,0,0,93,939,Travel Agent/Operator,6,2
7559,1,0,0,95,939,Travel Agent/Operator,2,1
7560,1,0,0,19,939,Travel Agent/Operator,9,3
7561,1,0,0,146,939,Travel Agent/Operator,4,2
7562,1,0,0,52,939,Travel Agent/Operator,5,5
7563,1,0,0,5,939,Direct,4,4
7564,1,0,0,199,939,Travel Agent/Operator,4,2
7565,1,0,0,99,939,Travel Agent/Operator,1,1
7566,1,0,0,188,939,Travel Agent/Operator,6,3
7567,1,0,0,112,939,Travel Agent/Operator,6,3
7568,1,0,0,2,939,Corporate,6,3
7569,1,0,0,65,939,Travel Agent/Operator,6,3
7570,1,0,0,15,939,Travel Agent/Operator,8,4
7571,1,0,0,17,939,Travel Agent/Operator,2,1
7572,1,0,0,104,939,Travel Agent/Operator,6,3
7573,1,0,0,142,939,Travel Agent/Operator,14,7
7574,1,0,0,112,939,Travel Agent/Operator,6,3
7575,1,0,0,1,939,Direct,2,1
7576,1,0,0,112,939,Travel Agent/Operator,6,3
7577,1,0,0,8,939,Travel Agent/Operator,2,1
7578,1,0,0,70,939,Travel Agent/Operator,4,2
7579,1,0,0,50,939,Travel Agent/Operator,6,2
7580,1,0,0,49,939,Travel Agent/Operator,4,2
7581,1,0,0,4,939,Direct,4,2
7582,1,0,0,112,939,Travel Agent/Operator,6,3
7583,1,0,0,13,939,Travel Agent/Operator,9,3
7584,1,0,0,70,939,Travel Agent/Operator,4,2
7585,1,0,0,70,939,Travel Agent/Operator,4,2
7586,1,0,0,70,939,Travel Agent/Operator,4,2
7587,1,0,0,23,939,Travel Agent/Operator,4,4
7588,1,0,0,70,939,Travel Agent/Operator,4,2
7589,1,0,0,1,939,Corporate,6,3
7590,1,0,0,70,939,Travel Agent/Operator,4,2
7591,1,0,0,220,939,Travel Agent/Operator,9,3
7592,1,0,0,70,939,Travel Agent/Operator,4,2
7593,1,0,0,70,939,Travel Agent/Operator,4,2
7594,1,0,0,70,939,Travel Agent/Operator,4,2
7595,1,0,0,70,939,Travel Agent/Operator,4,2
7596,1,0,0,2,939,Travel Agent/Operator,2,2
7597,1,0,0,70,939,Travel Agent/Operator,4,2
7598,1,0,0,70,939,Travel Agent/Operator,4,2
7599,1,0,0,70,939,Travel Agent/Operator,4,2
7600,1,0,0,126,939,Travel Agent/Operator,6,3
7601,1,0,0,70,939,Travel Agent/Operator,4,2
7602,1,0,0,70,939,Travel Agent/Operator,4,2
7603,1,0,0,126,939,Travel Agent/Operator,6,3
7604,1,0,0,144,939,Travel Agent/Operator,6,3
7605,1,0,0,70,939,Travel Agent/Operator,2,2
7606,1,0,0,93,939,Travel Agent/Operator,4,2
7607,1,0,0,93,939,Travel Agent/Operator,4,2
7608,1,0,0,112,939,Travel Agent/Operator,6,3
7609,1,0,0,112,939,Travel Agent/Operator,6,3
7610,1,0,0,9,939,Travel Agent/Operator,2,2
7611,1,0,0,121,939,Travel Agent/Operator,18,6
7612,1,0,0,134,939,Travel Agent/Operator,12,6
7613,1,0,0,112,939,Travel Agent/Operator,6,3
7614,1,0,0,1,939,Corporate,6,3
7615,1,0,0,70,939,Travel Agent/Operator,4,2
7616,1,0,0,146,939,Travel Agent/Operator,4,2
7617,1,0,0,2,939,Travel Agent/Operator,2,1
7618,1,0,0,92,939,Travel Agent/Operator,12,4
7619,1,0,0,92,939,Travel Agent/Operator,4,4
7620,1,0,0,111,939,Travel Agent/Operator,6,3
7621,1,0,0,126,939,Travel Agent/Operator,6,3
7622,1,0,0,220,939,Travel Agent/Operator,6,3
7623,1,0,0,40,938,Travel Agent/Operator,2,1
7624,1,0,0,143,938,Travel Agent/Operator,6,3
7625,1,0,0,57,938,Travel Agent/Operator,6,2
7626,1,0,0,213,938,Travel Agent/Operator,16,8
7627,1,0,0,213,938,Travel Agent/Operator,16,8
7628,1,0,0,101,938,Travel Agent/Operator,10,5
7629,1,0,0,0,938,Travel Agent/Operator,2,1
7630,1,0,0,7,938,Travel Agent/Operator,4,2
7631,1,0,0,14,938,Travel Agent/Operator,6,3
7632,1,0,0,15,938,Travel Agent/Operator,8,4
7633,1,0,0,116,938,Direct,12,4
7634,1,0,0,18,938,Travel Agent/Operator,8,4
7635,1,0,0,68,938,Travel Agent/Operator,6,2
7636,1,0,0,95,938,Travel Agent/Operator,6,3
7637,1,0,0,50,938,Travel Agent/Operator,12,3
7638,1,0,0,191,938,Travel Agent/Operator,6,3
7639,1,0,0,50,938,Travel Agent/Operator,9,3
7640,1,0,0,85,938,Travel Agent/Operator,4,2
7641,1,0,0,6,938,Travel Agent/Operator,2,1
7642,1,0,0,134,938,Travel Agent/Operator,8,4
7643,1,0,0,6,938,Travel Agent/Operator,2,1
7644,1,0,0,134,938,Travel Agent/Operator,8,4
7645,1,0,0,4,938,Travel Agent/Operator,8,4
7646,1,0,0,191,938,Travel Agent/Operator,6,3
7647,1,0,0,191,938,Travel Agent/Operator,6,3
7648,1,0,0,0,938,Direct,2,1
7649,1,0,0,93,938,Travel Agent/Operator,10,5
7650,1,0,0,7,938,Travel Agent/Operator,6,3
7651,1,0,0,16,938,Travel Agent/Operator,4,2
7652,1,0,0,102,938,Travel Agent/Operator,2,1
7653,1,0,0,102,938,Travel Agent/Operator,1,1
7654,1,0,0,10,938,Corporate,8,8
7655,1,0,0,59,938,Travel Agent/Operator,9,3
7656,1,0,0,17,938,Travel Agent/Operator,10,5
7657,1,0,0,67,938,Travel Agent/Operator,6,3
7658,1,0,0,117,938,Travel Agent/Operator,8,4
7659,1,0,0,54,938,Travel Agent/Operator,4,2
7660,2,0,0,8,938,Travel Agent/Operator,8,4
7661,1,0,0,58,938,Travel Agent/Operator,2,1
7662,1,0,0,10,938,Corporate,8,8
7663,1,0,0,191,938,Travel Agent/Operator,6,3
7664,1,0,0,113,938,Travel Agent/Operator,4,2
7665,1,0,0,142,938,Travel Agent/Operator,10,5
7666,1,0,0,15,938,Direct,14,7
7667,1,0,0,141,938,Travel Agent/Operator,6,3
7668,1,0,0,83,938,Travel Agent/Operator,6,3
7669,1,0,0,191,938,Travel Agent/Operator,6,3
7670,1,0,0,117,938,Travel Agent/Operator,6,3
7671,1,0,0,10,938,Corporate,8,8
7672,1,0,0,73,938,Travel Agent/Operator,2,2
7673,1,0,0,21,938,Travel Agent/Operator,6,3
7674,1,0,0,191,938,Travel Agent/Operator,6,3
7675,1,0,0,73,938,Travel Agent/Operator,4,2
7676,1,0,0,83,938,Travel Agent/Operator,6,3
7677,1,0,0,8,938,Travel Agent/Operator,4,2
7678,1,0,0,191,938,Travel Agent/Operator,6,3
7679,1,0,0,191,938,Travel Agent/Operator,3,3
7680,1,0,0,141,938,Travel Agent/Operator,6,3
7681,1,0,0,13,938,Travel Agent/Operator,2,1
7682,1,0,0,107,938,Travel Agent/Operator,3,3
7683,1,0,0,191,938,Travel Agent/Operator,6,3
7684,1,0,0,124,938,Travel Agent/Operator,7,7
7685,1,0,0,124,938,Travel Agent/Operator,7,7
7686,1,0,0,141,938,Travel Agent/Operator,6,3
7687,1,0,0,191,938,Travel Agent/Operator,6,3
7688,1,0,0,1,938,Travel Agent/Operator,6,2
7689,1,0,0,191,938,Travel Agent/Operator,6,3
7690,1,0,0,49,938,Travel Agent/Operator,4,2
7691,1,0,0,191,938,Travel Agent/Operator,6,3
7692,1,0,0,191,938,Travel Agent/Operator,6,3
7693,1,0,0,191,938,Travel Agent/Operator,6,3
7694,1,0,0,191,938,Travel Agent/Operator,6,3
7695,1,0,0,107,938,Travel Agent/Operator,6,3
7696,1,0,0,75,938,Travel Agent/Operator,4,2
7697,1,0,0,107,938,Travel Agent/Operator,6,3
7698,1,0,0,85,938,Travel Agent/Operator,2,2
7699,1,0,0,14,938,Travel Agent/Operator,7,7
7700,1,0,0,107,938,Travel Agent/Operator,3,3
7701,1,0,0,2,938,Travel Agent/Operator,4,2
7702,1,0,0,10,938,Corporate,8,8
7703,1,0,0,10,938,Corporate,8,8
7704,1,0,0,220,937,Travel Agent/Operator,6,3
7705,1,0,0,220,937,Travel Agent/Operator,6,3
7706,1,0,0,220,937,Travel Agent/Operator,6,3
7707,1,0,0,220,937,Travel Agent/Operator,6,3
7708,1,0,0,220,937,Travel Agent/Operator,3,3
7709,1,0,0,220,937,Travel Agent/Operator,6,3
7710,1,0,0,220,937,Travel Agent/Operator,6,3
7711,1,0,0,220,937,Travel Agent/Operator,6,3
7712,1,0,0,220,937,Travel Agent/Operator,6,3
7713,1,0,0,141,937,Direct,10,5
7714,1,0,0,220,937,Travel Agent/Operator,6,3
7715,1,0,0,220,937,Travel Agent/Operator,6,3
7716,1,0,0,220,937,Travel Agent/Operator,6,3
7717,1,0,0,220,937,Travel Agent/Operator,6,3
7718,1,0,0,220,937,Travel Agent/Operator,6,3
7719,1,0,0,220,937,Travel Agent/Operator,6,3
7720,1,0,0,220,937,Travel Agent/Operator,6,3
7721,1,0,0,220,937,Travel Agent/Operator,6,3
7722,1,0,0,220,937,Travel Agent/Operator,6,3
7723,1,0,0,220,937,Travel Agent/Operator,3,3
7724,1,0,0,0,937,Direct,1,1
7725,1,0,0,121,937,Travel Agent/Operator,14,7
7726,1,0,0,220,937,Travel Agent/Operator,6,3
7727,1,0,0,220,937,Travel Agent/Operator,6,3
7728,1,0,0,220,937,Travel Agent/Operator,3,3
7729,1,0,0,125,937,Travel Agent/Operator,16,4
7730,1,0,0,80,937,Travel Agent/Operator,6,3
7731,1,0,0,109,937,Travel Agent/Operator,6,3
7732,1,0,0,140,937,Travel Agent/Operator,6,3
7733,1,0,0,220,937,Travel Agent/Operator,3,3
7734,1,0,0,119,937,Corporate,1,1
7735,1,0,0,220,937,Travel Agent/Operator,6,3
7736,1,0,0,220,937,Travel Agent/Operator,6,3
7737,1,0,0,220,937,Travel Agent/Operator,6,3
7738,1,0,0,141,937,Travel Agent/Operator,2,2
7739,1,0,0,2,937,Direct,2,1
7740,1,0,0,139,937,Travel Agent/Operator,6,3
7741,1,0,0,119,937,Corporate,6,3
7742,1,0,0,119,937,Corporate,2,2
7743,1,0,0,0,937,Travel Agent/Operator,2,1
7744,1,0,0,119,937,Corporate,1,1
7745,1,0,0,141,937,Direct,10,5
7746,1,0,0,200,937,Direct,6,3
7747,1,0,0,111,937,Direct,4,2
7748,1,0,0,79,937,Travel Agent/Operator,10,5
7749,1,0,0,191,936,Travel Agent/Operator,12,4
7750,1,0,0,121,936,Travel Agent/Operator,8,4
7751,1,0,0,247,936,Travel Agent/Operator,4,2
7752,1,0,0,247,936,Travel Agent/Operator,2,2
7753,1,0,0,118,936,Corporate,2,2
7754,1,0,0,247,936,Travel Agent/Operator,4,2
7755,1,0,0,247,936,Travel Agent/Operator,4,2
7756,1,0,0,247,936,Travel Agent/Operator,4,2
7757,1,0,0,118,936,Corporate,2,2
7758,1,0,0,118,936,Corporate,2,2
7759,1,0,0,118,936,Corporate,2,2
7760,1,0,0,1,936,Travel Agent/Operator,1,1
7761,1,0,0,247,936,Travel Agent/Operator,4,2
7762,1,0,0,119,936,Travel Agent/Operator,14,7
7763,2,0,0,0,936,Corporate,2,2
7764,1,0,0,247,936,Travel Agent/Operator,2,2
7765,1,0,0,247,936,Travel Agent/Operator,4,2
7766,1,0,0,247,936,Travel Agent/Operator,4,2
7767,1,0,0,247,936,Travel Agent/Operator,4,2
7768,1,0,0,247,936,Travel Agent/Operator,4,2
7769,1,0,0,247,936,Travel Agent/Operator,4,2
7770,1,0,0,247,936,Travel Agent/Operator,4,2
7771,1,0,0,247,936,Travel Agent/Operator,4,2
7772,1,0,0,247,936,Travel Agent/Operator,4,2
7773,1,0,0,247,936,Travel Agent/Operator,4,2
7774,1,0,0,247,936,Travel Agent/Operator,4,2
7775,1,0,0,247,936,Travel Agent/Operator,4,2
7776,1,0,0,203,936,Travel Agent/Operator,4,2
7777,1,0,0,247,936,Travel Agent/Operator,4,2
7778,1,0,0,247,936,Travel Agent/Operator,4,2
7779,1,0,0,247,936,Travel Agent/Operator,4,2
7780,1,0,0,247,936,Travel Agent/Operator,4,2
7781,1,0,0,0,936,Travel Agent/Operator,1,1
7782,1,0,0,0,936,Travel Agent/Operator,2,1
7783,1,0,0,247,936,Travel Agent/Operator,4,2
7784,1,0,0,247,936,Travel Agent/Operator,4,2
7785,1,0,0,247,936,Travel Agent/Operator,4,2
7786,1,0,0,118,936,Corporate,2,2
7787,1,0,0,118,936,Corporate,2,2
7788,1,0,0,118,936,Corporate,2,2
7789,1,0,0,118,936,Corporate,2,2
7790,1,0,0,118,936,Corporate,2,2
7791,1,0,0,118,936,Corporate,2,2
7792,1,0,0,118,936,Corporate,2,2
7793,1,0,0,118,936,Corporate,2,2
7794,1,0,0,247,936,Travel Agent/Operator,4,2
7795,1,0,0,247,936,Travel Agent/Operator,4,2
7796,1,0,0,118,936,Corporate,2,2
7797,1,0,0,247,936,Travel Agent/Operator,2,2
7798,1,0,0,247,936,Travel Agent/Operator,4,2
7799,1,0,0,247,936,Travel Agent/Operator,4,2
7800,1,0,0,247,936,Travel Agent/Operator,4,2
7801,1,0,0,247,936,Travel Agent/Operator,4,2
7802,1,0,0,247,936,Travel Agent/Operator,4,2
7803,1,0,0,0,936,Direct,1,1
7804,1,0,0,119,936,Corporate,1,1
7805,1,0,0,247,936,Travel Agent/Operator,4,2
7806,1,0,0,247,936,Travel Agent/Operator,4,2
7807,1,0,0,247,936,Travel Agent/Operator,4,2
7808,1,0,0,247,936,Travel Agent/Operator,4,2
7809,1,0,0,247,936,Travel Agent/Operator,4,2
7810,1,0,0,247,936,Travel Agent/Operator,2,2
7811,1,0,0,247,936,Travel Agent/Operator,2,2
7812,1,0,0,247,936,Travel Agent/Operator,2,2
7813,1,0,0,247,936,Travel Agent/Operator,4,2
7814,1,0,0,247,936,Travel Agent/Operator,4,2
7815,1,0,0,247,936,Travel Agent/Operator,4,2
7816,1,0,0,247,936,Travel Agent/Operator,4,2
7817,1,0,0,247,936,Travel Agent/Operator,4,2
7818,1,0,0,247,936,Travel Agent/Operator,4,2
7819,1,0,0,247,936,Travel Agent/Operator,4,2
7820,1,0,0,247,936,Travel Agent/Operator,4,2
7821,1,0,0,1,936,Direct,1,1
7822,1,0,0,247,936,Travel Agent/Operator,4,2
7823,1,0,0,247,936,Travel Agent/Operator,2,2
7824,1,0,0,247,936,Travel Agent/Operator,4,2
7825,1,0,0,247,936,Travel Agent/Operator,4,2
7826,1,0,0,247,936,Travel Agent/Operator,4,2
7827,1,0,0,247,936,Travel Agent/Operator,4,2
7828,1,0,0,247,936,Travel Agent/Operator,2,2
7829,1,0,0,247,936,Travel Agent/Operator,4,2
7830,1,0,0,247,936,Travel Agent/Operator,4,2
7831,1,0,0,247,936,Travel Agent/Operator,4,2
7832,1,0,0,247,936,Travel Agent/Operator,2,2
7833,1,0,0,247,936,Travel Agent/Operator,4,2
7834,1,0,0,247,936,Travel Agent/Operator,4,2
7835,1,0,0,0,936,Direct,1,1
7836,1,0,0,118,936,Corporate,2,2
7837,2,0,1,12,936,Direct,2,2
7838,1,0,0,118,936,Corporate,2,2
7839,1,0,0,118,936,Corporate,2,2
7840,1,0,0,118,936,Corporate,2,2
7841,1,0,0,118,935,Corporate,3,3
7842,1,0,0,6,935,Corporate,2,1
7843,1,0,0,0,935,Direct,1,1
7844,1,0,0,118,935,Corporate,3,3
7845,1,0,0,118,935,Corporate,3,3
7846,1,0,0,118,935,Corporate,3,3
7847,1,0,0,118,935,Corporate,3,3
7848,1,0,0,118,935,Corporate,3,3
7849,1,0,0,118,935,Corporate,3,3
7850,1,0,0,118,935,Corporate,3,3
7851,1,0,0,118,935,Corporate,3,3
7852,1,0,0,118,935,Corporate,6,3
7853,1,0,0,118,935,Corporate,3,3
7854,1,0,0,6,935,Travel Agent/Operator,1,1
7855,1,0,0,118,935,Corporate,3,3
7856,1,0,0,118,935,Corporate,3,3
7857,1,0,0,1,935,Travel Agent/Operator,3,1
7858,1,0,0,109,935,Direct,2,1
7859,1,0,0,118,935,Corporate,3,3
7860,1,0,0,118,935,Corporate,3,3
7861,1,0,0,14,935,Travel Agent/Operator,2,1
7862,1,0,0,0,935,Direct,1,1
7863,1,0,0,118,935,Corporate,6,3
7864,1,0,0,5,935,Travel Agent/Operator,1,1
7865,1,0,0,118,935,Corporate,3,3
7866,1,0,0,118,935,Corporate,3,3
7867,4,0,0,23,935,Corporate,8,8
7868,1,0,0,0,935,Direct,1,1
7869,1,0,0,0,935,Direct,1,1
7870,1,0,0,0,935,Corporate,3,3
7871,1,0,0,0,935,Direct,1,1
7872,1,0,0,118,935,Corporate,3,3
7873,1,0,0,118,935,Corporate,3,3
7874,1,0,0,42,935,Travel Agent/Operator,2,1
7875,1,0,0,42,935,Travel Agent/Operator,1,1
7876,1,0,0,16,935,Direct,2,1
7877,1,0,0,20,935,Travel Agent/Operator,1,1
7878,1,0,0,2,935,Travel Agent/Operator,1,1
7879,1,0,0,118,935,Corporate,3,3
7880,1,0,0,118,935,Corporate,3,3
7881,1,0,0,16,935,Direct,2,1
7882,1,0,0,16,935,Direct,2,1
7883,1,0,0,118,935,Corporate,3,3
7884,1,0,0,14,935,Travel Agent/Operator,1,1
7885,1,0,0,118,935,Corporate,3,3
7886,1,0,0,118,935,Corporate,3,3
7887,1,0,0,128,935,Travel Agent/Operator,6,3
7888,1,0,0,1,935,Travel Agent/Operator,2,2
7889,1,0,0,12,935,Travel Agent/Operator,1,1
7890,1,0,0,128,935,Travel Agent/Operator,6,3
7891,1,0,0,118,935,Corporate,3,3
7892,2,0,0,1,935,Travel Agent/Operator,3,3
7893,1,0,0,115,935,Travel Agent/Operator,6,3
7894,1,0,0,115,935,Travel Agent/Operator,6,3
7895,1,0,0,5,935,Travel Agent/Operator,4,2
7896,1,0,0,117,935,Corporate,8,4
7897,1,0,0,18,935,Direct,2,1
7898,1,0,0,118,935,Corporate,3,3
7899,1,0,0,16,935,Direct,1,1
7900,1,0,0,0,935,Direct,2,2
7901,1,0,0,118,935,Corporate,3,3
7902,1,0,0,118,935,Corporate,3,3
7903,1,0,0,118,935,Corporate,3,3
7904,1,0,0,118,935,Corporate,3,3
7905,1,0,0,138,935,Travel Agent/Operator,8,4
7906,1,0,0,118,935,Corporate,3,3
7907,1,0,0,118,935,Corporate,3,3
7908,1,0,0,118,935,Corporate,3,3
7909,1,0,0,118,935,Corporate,3,3
7910,1,0,0,0,935,Travel Agent/Operator,3,1
7911,1,0,0,134,935,Travel Agent/Operator,8,4
7912,1,0,0,118,935,Corporate,3,3
7913,1,0,0,118,935,Corporate,3,3
7914,1,0,0,130,935,Travel Agent/Operator,6,3
7915,1,0,0,0,935,Corporate,3,3
7916,1,0,0,37,935,Travel Agent/Operator,3,1
7917,1,0,0,5,935,Travel Agent/Operator,1,1
7918,1,0,0,0,935,Travel Agent/Operator,2,1
7919,1,0,0,118,935,Corporate,3,3
7920,1,0,0,118,935,Corporate,3,3
7921,1,0,0,118,935,Corporate,3,3
7922,1,0,0,118,935,Corporate,3,3
7923,1,0,0,113,934,Travel Agent/Operator,8,4
7924,1,0,0,0,934,Travel Agent/Operator,1,1
7925,1,0,0,2,934,Travel Agent/Operator,2,1
7926,1,0,0,118,934,Corporate,4,4
7927,1,0,0,118,934,Corporate,4,4
7928,1,0,0,118,934,Corporate,4,4
7929,1,0,0,118,934,Corporate,4,4
7930,1,0,0,20,934,Electronic Distribution,2,2
7931,1,0,0,118,934,Corporate,4,4
7932,1,0,0,1,934,Travel Agent/Operator,4,2
7933,1,0,0,98,934,Travel Agent/Operator,10,5
7934,1,0,0,117,934,Corporate,5,5
7935,1,0,0,40,934,Travel Agent/Operator,2,1
7936,1,0,0,0,934,Travel Agent/Operator,2,1
7937,1,0,0,2,934,Travel Agent/Operator,6,3
7938,1,0,0,19,934,Direct,6,3
7939,1,0,0,4,934,Corporate,8,4
7940,1,0,0,118,934,Corporate,4,4
7941,1,0,0,60,934,Travel Agent/Operator,3,1
7942,1,0,0,118,934,Corporate,4,4
7943,1,0,0,0,934,Travel Agent/Operator,2,2
7944,1,0,0,118,934,Corporate,4,4
7945,1,0,0,130,934,Corporate,4,4
7946,1,0,0,118,934,Corporate,4,4
7947,1,0,0,34,934,Direct,2,1
7948,1,0,0,3,934,Travel Agent/Operator,4,2
7949,1,0,0,17,934,Direct,2,1
7950,1,0,0,17,934,Direct,2,1
7951,1,0,0,125,934,Travel Agent/Operator,2,1
7952,1,0,0,20,934,Travel Agent/Operator,4,2
7953,1,0,0,147,934,Travel Agent/Operator,10,5
7954,1,0,0,58,934,Travel Agent/Operator,6,2
7955,1,0,0,8,934,Direct,6,3
7956,1,0,0,0,934,Direct,2,2
7957,1,0,0,50,934,Travel Agent/Operator,9,3
7958,1,0,0,118,934,Corporate,4,4
7959,1,0,0,83,934,Travel Agent/Operator,6,3
7960,1,0,0,10,934,Travel Agent/Operator,2,1
7961,1,0,0,82,934,Travel Agent/Operator,8,4
7962,1,0,0,29,934,Travel Agent/Operator,4,2
7963,1,0,0,21,934,Travel Agent/Operator,2,1
7964,1,0,0,18,934,Travel Agent/Operator,4,2
7965,1,0,0,119,934,Corporate,3,3
7966,1,0,0,118,934,Corporate,4,4
7967,1,0,0,118,934,Corporate,4,4
7968,1,0,0,118,934,Corporate,4,4
7969,1,0,0,0,934,Travel Agent/Operator,2,1
7970,1,0,0,118,934,Corporate,4,4
7971,1,0,0,37,934,Travel Agent/Operator,2,1
7972,2,0,0,24,934,Direct,15,6
7973,1,0,0,118,934,Corporate,4,4
7974,1,0,0,63,934,Travel Agent/Operator,2,1
7975,1,0,0,118,934,Corporate,4,4
7976,1,0,0,118,934,Corporate,4,4
7977,1,0,0,118,934,Corporate,4,4
7978,1,0,0,118,934,Corporate,4,4
7979,1,0,0,118,934,Corporate,4,4
7980,1,0,0,9,934,Travel Agent/Operator,6,2
7981,1,0,0,3,934,Travel Agent/Operator,3,3
7982,1,0,0,13,934,Travel Agent/Operator,2,1
7983,1,0,0,13,934,Travel Agent/Operator,4,2
7984,1,0,0,45,933,Travel Agent/Operator,6,3
7985,1,0,0,81,933,Travel Agent/Operator,8,4
7986,1,0,0,45,933,Travel Agent/Operator,6,3
7987,1,0,0,0,933,Travel Agent/Operator,2,1
7988,1,0,0,24,933,Travel Agent/Operator,4,2
7989,1,0,0,5,933,Travel Agent/Operator,8,4
7990,1,0,0,3,933,Travel Agent/Operator,6,2
7991,1,0,0,107,933,Travel Agent/Operator,1,1
7992,1,0,0,4,933,Travel Agent/Operator,8,4
7993,1,0,0,111,933,Travel Agent/Operator,8,4
7994,1,0,0,48,933,Travel Agent/Operator,6,3
7995,1,0,0,2,933,Travel Agent/Operator,6,3
7996,1,0,0,73,933,Travel Agent/Operator,4,2
7997,1,0,0,1,933,Travel Agent/Operator,4,1
7998,1,0,0,38,933,Travel Agent/Operator,4,2
7999,1,0,0,58,933,Travel Agent/Operator,2,1
8000,1,0,0,3,933,Travel Agent/Operator,1,1
8001,1,0,0,104,933,Travel Agent/Operator,8,4
8002,1,0,0,104,933,Travel Agent/Operator,4,4
8003,1,0,0,3,933,Travel Agent/Operator,2,1
8004,1,0,0,74,933,Travel Agent/Operator,2,1
8005,1,0,0,7,933,Travel Agent/Operator,9,3
8006,1,0,0,0,933,Direct,2,1
8007,1,0,0,0,933,Travel Agent/Operator,2,1
8008,1,0,0,215,933,Direct,10,5
8009,1,0,0,109,933,Travel Agent/Operator,9,3
8010,1,0,0,48,933,Travel Agent/Operator,6,3
8011,1,0,0,12,933,Travel Agent/Operator,3,1
8012,1,0,0,0,933,Travel Agent/Operator,6,2
8013,1,0,0,133,932,Travel Agent/Operator,3,3
8014,1,0,0,133,932,Travel Agent/Operator,3,3
8015,1,0,0,87,932,Travel Agent/Operator,4,2
8016,1,0,0,62,932,Travel Agent/Operator,6,3
8017,1,0,0,142,932,Travel Agent/Operator,6,3
8018,1,0,0,79,932,Travel Agent/Operator,6,3
8019,1,0,0,20,932,Travel Agent/Operator,16,4
8020,1,0,0,14,932,Travel Agent/Operator,4,4
8021,1,0,0,240,932,Travel Agent/Operator,6,3
8022,1,0,0,70,932,Direct,4,2
8023,1,0,0,70,932,Direct,4,2
8024,1,0,0,70,932,Direct,4,2
8025,1,0,0,70,932,Travel Agent/Operator,6,3
8026,1,0,0,101,932,Travel Agent/Operator,8,4
8027,1,0,0,101,932,Travel Agent/Operator,8,4
8028,1,0,0,75,932,Travel Agent/Operator,6,3
8029,1,0,0,14,932,Travel Agent/Operator,8,4
8030,1,0,0,131,932,Direct,2,1
8031,1,0,0,3,932,Travel Agent/Operator,2,2
