id,bookings_checked_in,bookings_no_showed,bookings_canceled,average_lead_time,days_since_creation,distribution_channel,persons_nights,room_nights
1,3,0,1,45,150,Corporate,8,5
2,1,0,0,61,1095,Travel Agent/Operator,10,5
4,1,0,0,93,1095,Travel Agent/Operator,10,5
6,1,0,0,58,1095,Travel Agent/Operator,4,2
8,1,0,0,38,1095,Travel Agent/Operator,10,5
10,1,0,0,96,1095,Travel Agent/Operator,6,3
12,1,0,0,60,1095,Travel Agent/Operator,10,5
14,1,0,0,87,1095,Direct,8,4
16,1,0,0,11,1095,Travel Agent/Operator,6,3
17,1,0,0,11,1095,Travel Agent/Operator,3,3
19,1,0,0,109,1095,Travel Agent/Operator,8,4
21,1,0,0,63,1095,Travel Agent/Operator,4,2
22,1,0,0,2,1095,Direct,8,4
24,1,0,0,95,1095,Travel Agent/Operator,6,3
26,1,0,0,7,1095,Travel Agent/Operator,3,3
27,1,0,0,94,1095,Travel Agent/Operator,10,5
29,1,0,0,7,1095,Travel Agent/Operator,3,3
30,1,0,0,7,1095,Travel Agent/Operator,3,3
31,9,0,0,1,1095,Direct,18,14
32,1,0,0,85,1095,Direct,6,3
34,1,0,0,78,1095,Direct,6,3
37,1,0,0,13,1095,Travel Agent/Operator,8,4
39,1,0,0,0,1095,Direct,1,1
40,1,0,0,0,1095,Direct,1,1
41,1,0,0,87,1095,Travel Agent/Operator,6,3
43,1,0,0,67,1095,Travel Agent/Operator,10,5
45,1,0,0,87,1095,Travel Agent/Operator,6,3
47,1,0,0,65,1095,Travel Agent/Operator,4,2
49,1,0,0,80,1095,Travel Agent/Operator,2,1
50,1,0,0,61,1095,Travel Agent/Operator,8,4
52,1,0,0,98,1095,Travel Agent/Operator,3,3
53,1,0,0,97,1095,Travel Agent/Operator,4,2
55,1,0,0,98,1095,Travel Agent/Operator,3,3
56,1,0,0,97,1095,Travel Agent/Operator,8,4
57,1,0,0,98,1095,Travel Agent/Operator,6,3
59,2,0,0,0,1095,Direct,2,2
60,1,0,0,1,1095,Direct,2,1
61,1,0,0,98,1095,Travel Agent/Operator,6,3
63,1,0,0,97,1095,Travel Agent/Operator,3,3
64,1,0,0,57,1095,Travel Agent/Operator,14,7
66,1,0,0,6,1095,Travel Agent/Operator,3,1
67,1,0,0,96,1095,Travel Agent/Operator,15,5
70,1,0,0,58,1095,Direct,8,4
72,1,0,0,72,1094,Direct,12,6
74,1,0,0,72,1094,Direct,12,6
76,1,0,0,70,1094,Direct,12,4
77,1,0,0,70,1094,Direct,8,4
78,1,0,0,70,1094,Direct,8,4
79,1,0,0,70,1094,Direct,8,4
80,1,0,0,97,1094,Travel Agent/Operator,8,4
82,1,0,0,103,1094,Direct,8,4
84,1,0,0,103,1094,Direct,12,4
87,1,0,0,103,1094,Direct,12,4
90,1,0,0,103,1094,Direct,8,4
92,1,0,0,49,1094,Travel Agent/Operator,10,5
94,1,0,0,58,1094,Travel Agent/Operator,10,5
96,1,0,0,49,1094,Travel Agent/Operator,10,5
98,1,0,0,58,1094,Travel Agent/Operator,10,5
100,1,0,0,86,1094,Travel Agent/Operator,6,3
101,1,0,0,86,1094,Travel Agent/Operator,6,3
102,1,0,0,97,1094,Travel Agent/Operator,8,4
103,1,0,0,0,1094,Direct,6,3
105,1,0,0,72,1094,Travel Agent/Operator,6,3
107,1,0,0,41,1094,Direct,6,3
108,1,0,0,41,1094,Direct,6,3
110,1,0,0,41,1094,Direct,3,3
112,1,0,0,69,1094,Travel Agent/Operator,4,2
114,1,0,0,89,1094,Travel Agent/Operator,6,3
115,1,0,0,59,1094,Direct,10,5
117,1,0,0,1,1094,Travel Agent/Operator,16,4
122,1,0,0,69,1094,Direct,6,3
123,1,0,0,2,1094,Direct,9,3
126,1,0,0,69,1094,Direct,6,3
127,1,0,0,1,1094,Direct,8,2
131,1,0,0,93,1094,Travel Agent/Operator,6,3
133,1,0,0,57,1094,Direct,6,3
135,1,0,0,0,1094,Direct,4,1
136,1,0,0,93,1094,Travel Agent/Operator,6,3
138,1,0,0,97,1094,Travel Agent/Operator,8,4
139,1,0,0,95,1094,Travel Agent/Operator,8,4
141,1,0,0,58,1094,Travel Agent/Operator,12,6
143,1,0,0,97,1094,Travel Agent/Operator,8,4
145,1,0,0,99,1094,Travel Agent/Operator,6,3
147,1,0,0,43,1094,Direct,2,1
149,1,0,0,52,1094,Travel Agent/Operator,8,2
154,1,0,0,68,1094,Travel Agent/Operator,6,3
155,1,0,0,10,1094,Travel Agent/Operator,4,2
157,1,0,0,86,1094,Travel Agent/Operator,6,3
158,1,0,0,0,1094,Travel Agent/Operator,8,4
159,1,0,0,72,1094,Direct,18,6
162,1,0,0,71,1093,Travel Agent/Operator,15,5
165,1,0,0,93,1093,Travel Agent/Operator,8,4
167,1,0,0,72,1093,Travel Agent/Operator,22,11
169,1,0,0,63,1093,Travel Agent/Operator,8,4
171,1,0,0,49,1093,Travel Agent/Operator,12,4
174,1,0,0,49,1093,Travel Agent/Operator,8,4
175,1,0,0,49,1093,Travel Agent/Operator,8,4
177,1,0,0,81,1093,Travel Agent/Operator,8,4
178,1,0,0,49,1093,Travel Agent/Operator,8,4
180,1,0,0,49,1093,Travel Agent/Operator,8,4
182,1,0,0,46,1093,Travel Agent/Operator,4,2
184,1,0,0,81,1093,Travel Agent/Operator,8,4
186,1,0,0,69,1093,Travel Agent/Operator,8,4
188,1,0,0,97,1093,Travel Agent/Operator,8,4
190,1,0,0,49,1093,Travel Agent/Operator,8,4
191,1,0,0,7,1093,Travel Agent/Operator,8,4
193,1,0,0,84,1093,Travel Agent/Operator,6,3
195,1,0,0,55,1093,Travel Agent/Operator,3,3
196,1,0,0,75,1093,Travel Agent/Operator,4,1
200,1,0,0,54,1093,Travel Agent/Operator,3,3
201,1,0,0,49,1093,Travel Agent/Operator,8,4
202,1,0,0,50,1093,Travel Agent/Operator,9,3
203,1,0,0,50,1093,Travel Agent/Operator,3,3
204,1,0,0,49,1093,Travel Agent/Operator,8,4
206,1,0,0,60,1093,Travel Agent/Operator,10,5
208,1,0,0,97,1093,Travel Agent/Operator,8,4
210,1,0,0,69,1093,Travel Agent/Operator,6,2
212,1,0,0,0,1093,Direct,2,1
214,1,0,0,75,1093,Direct,21,7
217,1,0,0,49,1093,Travel Agent/Operator,8,4
218,1,0,0,50,1093,Travel Agent/Operator,6,3
220,1,0,0,29,1093,Travel Agent/Operator,6,3
222,1,0,0,77,1093,Travel Agent/Operator,6,3
223,1,0,0,0,1093,Travel Agent/Operator,2,1
224,1,0,0,50,1093,Travel Agent/Operator,6,3
227,1,0,0,0,1093,Direct,2,1
228,1,0,0,29,1093,Travel Agent/Operator,6,3
230,1,0,0,43,1093,Travel Agent/Operator,6,3
231,1,0,0,55,1093,Travel Agent/Operator,6,3
232,1,0,0,49,1093,Travel Agent/Operator,8,4
234,1,0,0,41,1093,Travel Agent/Operator,6,3
235,1,0,0,40,1093,Travel Agent/Operator,6,3
237,1,0,0,43,1093,Travel Agent/Operator,6,3
239,1,0,0,68,1093,Travel Agent/Operator,6,3
241,1,0,0,40,1093,Travel Agent/Operator,6,3
242,1,0,0,18,1093,Travel Agent/Operator,2,1
244,1,0,0,42,1093,Travel Agent/Operator,6,3
245,1,0,0,72,1093,Travel Agent/Operator,22,11
247,1,0,0,40,1093,Travel Agent/Operator,6,3
249,1,0,0,43,1093,Travel Agent/Operator,6,3
251,1,0,0,38,1093,Travel Agent/Operator,6,3
252,1,0,0,57,1093,Travel Agent/Operator,16,8
254,1,0,0,72,1093,Travel Agent/Operator,22,11
256,1,0,0,11,1093,Travel Agent/Operator,4,2
258,1,0,0,68,1093,Travel Agent/Operator,6,3
259,1,0,0,38,1093,Travel Agent/Operator,6,3
261,1,0,0,91,1093,Travel Agent/Operator,8,4
263,1,0,0,28,1093,Travel Agent/Operator,6,3
265,1,0,0,27,1092,Travel Agent/Operator,8,4
266,1,0,0,43,1092,Direct,3,3
267,1,0,0,44,1092,Direct,4,2
268,1,0,0,23,1092,Travel Agent/Operator,6,3
270,1,0,0,101,1092,Travel Agent/Operator,8,4
272,1,0,0,3,1092,Travel Agent/Operator,2,1
273,1,0,0,57,1092,Travel Agent/Operator,12,6
275,1,0,0,56,1092,Travel Agent/Operator,10,5
277,1,0,0,83,1092,Direct,10,5
279,1,0,0,56,1092,Travel Agent/Operator,10,5
281,1,0,0,44,1091,Travel Agent/Operator,6,3
283,1,0,0,44,1091,Travel Agent/Operator,6,3
284,1,0,0,29,1091,Travel Agent/Operator,6,3
286,1,0,0,44,1091,Travel Agent/Operator,6,3
287,1,0,0,44,1091,Travel Agent/Operator,6,3
289,1,0,0,44,1091,Travel Agent/Operator,6,3
290,1,0,0,44,1091,Travel Agent/Operator,3,3
292,1,0,0,44,1091,Travel Agent/Operator,6,3
294,1,0,0,44,1091,Travel Agent/Operator,6,3
296,1,0,0,44,1091,Travel Agent/Operator,6,3
298,1,0,0,44,1091,Travel Agent/Operator,6,3
300,1,0,0,44,1091,Travel Agent/Operator,6,3
302,1,0,0,39,1091,Travel Agent/Operator,8,4
303,1,0,0,39,1091,Travel Agent/Operator,8,4
304,1,0,0,66,1091,Travel Agent/Operator,15,5
307,1,0,0,23,1091,Travel Agent/Operator,3,3
308,1,0,0,23,1091,Travel Agent/Operator,6,3
310,1,0,0,23,1091,Travel Agent/Operator,6,3
312,1,0,0,4,1091,Travel Agent/Operator,3,3
313,1,0,0,23,1091,Travel Agent/Operator,3,3
314,1,0,0,23,1091,Travel Agent/Operator,3,3
315,1,0,0,23,1091,Travel Agent/Operator,6,3
317,1,0,0,23,1091,Travel Agent/Operator,6,3
319,1,0,0,23,1091,Travel Agent/Operator,6,3
321,1,0,0,23,1091,Travel Agent/Operator,3,3
322,1,0,0,23,1091,Travel Agent/Operator,6,3
323,1,0,0,44,1091,Travel Agent/Operator,3,3
324,1,0,0,23,1091,Travel Agent/Operator,6,3
326,1,0,0,23,1091,Travel Agent/Operator,6,3
327,1,0,0,23,1091,Travel Agent/Operator,6,3
328,1,0,0,4,1091,Travel Agent/Operator,6,3
330,1,0,0,23,1091,Travel Agent/Operator,6,3
332,1,0,0,23,1091,Travel Agent/Operator,3,3
333,1,0,0,23,1091,Travel Agent/Operator,6,3
335,1,0,0,29,1091,Travel Agent/Operator,12,6
338,1,0,0,23,1091,Travel Agent/Operator,6,3
340,1,0,0,44,1091,Travel Agent/Operator,6,3
342,1,0,0,44,1091,Travel Agent/Operator,6,3
343,1,0,0,44,1091,Travel Agent/Operator,6,3
344,1,0,0,31,1091,Travel Agent/Operator,6,3
346,1,0,0,44,1091,Travel Agent/Operator,6,3
347,1,0,0,44,1091,Travel Agent/Operator,6,3
349,1,0,0,44,1091,Travel Agent/Operator,6,3
351,1,0,0,44,1091,Travel Agent/Operator,6,3
353,1,0,0,69,1091,Travel Agent/Operator,14,7
355,1,0,0,69,1091,Travel Agent/Operator,14,7
357,1,0,0,44,1091,Travel Agent/Operator,6,3
359,1,0,0,44,1091,Travel Agent/Operator,6,3
361,1,0,0,44,1091,Travel Agent/Operator,3,3
363,1,0,0,44,1091,Travel Agent/Operator,6,3
365,1,0,0,57,1091,Travel Agent/Operator,30,10
368,1,0,0,45,1091,Travel Agent/Operator,12,4
369,1,0,0,12,1091,Travel Agent/Operator,6,3
371,1,0,0,23,1091,Travel Agent/Operator,6,3
373,1,0,0,24,1091,Travel Agent/Operator,6,3
375,1,0,0,0,1091,Corporate,1,1
376,1,1,0,0,1091,Direct,2,1
378,1,0,0,23,1091,Travel Agent/Operator,3,3
379,11,1,0,2,1091,Corporate,22,18
380,1,0,0,27,1090,Travel Agent/Operator,1,1
381,1,0,0,102,1090,Travel Agent/Operator,6,3
383,1,0,0,102,1090,Travel Agent/Operator,6,3
385,1,0,0,12,1090,Travel Agent/Operator,2,1
386,1,0,0,33,1090,Travel Agent/Operator,6,3
387,1,0,0,32,1090,Travel Agent/Operator,10,5
389,1,0,0,39,1090,Travel Agent/Operator,10,5
391,1,0,0,77,1090,Travel Agent/Operator,12,6
393,1,0,0,101,1090,Travel Agent/Operator,10,5
395,1,0,0,102,1090,Travel Agent/Operator,6,3
397,1,0,0,1,1090,Direct,6,3
399,1,0,0,0,1090,Direct,2,1
400,1,0,0,0,1090,Direct,2,1
401,1,0,0,25,1089,Travel Agent/Operator,10,5
403,1,0,0,20,1089,Corporate,3,3
404,1,0,0,66,1089,Travel Agent/Operator,8,4
406,1,0,0,20,1089,Corporate,3,3
407,1,0,0,0,1089,Direct,2,1
409,1,0,0,0,1089,Direct,2,1
410,1,0,0,2,1089,Direct,2,1
411,1,0,0,91,1088,Travel Agent/Operator,14,7
412,1,0,0,0,1088,Direct,2,2
413,2,0,0,5,1088,Corporate,4,4
414,1,0,0,0,1088,Travel Agent/Operator,8,4
415,1,0,0,11,1088,Travel Agent/Operator,8,4
417,1,1,0,0,1088,Direct,2,1
419,1,0,0,35,1088,Travel Agent/Operator,6,3
421,1,0,0,80,1088,Travel Agent/Operator,2,1
423,1,0,0,0,1088,Travel Agent/Operator,2,2
424,1,0,0,0,1088,Travel Agent/Operator,1,1
425,1,0,0,0,1088,Direct,2,1
426,1,0,0,25,1087,Travel Agent/Operator,4,2
427,1,0,0,106,1087,Travel Agent/Operator,8,4
429,12,0,0,1,1087,Direct,14,14
430,1,0,0,0,1087,Travel Agent/Operator,2,1
431,1,0,0,106,1086,Travel Agent/Operator,10,5
433,1,0,0,20,1086,Travel Agent/Operator,12,6
435,1,0,0,0,1086,Direct,4,2
439,1,0,0,0,1086,Direct,6,2
440,1,0,0,28,1086,Travel Agent/Operator,4,2
442,1,0,0,28,1086,Travel Agent/Operator,4,2
444,1,0,0,28,1086,Travel Agent/Operator,4,2
446,1,0,0,21,1086,Travel Agent/Operator,12,6
448,1,0,0,0,1086,Direct,2,1
449,1,0,0,5,1086,Travel Agent/Operator,10,5
451,1,0,0,4,1085,Direct,4,2
453,1,0,0,0,1085,Travel Agent/Operator,2,1
455,1,0,0,20,1085,Corporate,1,1
456,1,0,0,20,1085,Corporate,2,1
457,1,0,0,32,1085,Travel Agent/Operator,6,3
459,1,0,0,4,1085,Travel Agent/Operator,6,3
460,1,0,0,30,1085,Travel Agent/Operator,10,5
463,1,0,0,0,1084,Direct,5,5
464,1,0,0,39,1084,Travel Agent/Operator,6,3
466,1,0,0,35,1084,Travel Agent/Operator,8,4
468,1,0,0,39,1084,Travel Agent/Operator,3,3
469,1,0,0,1,1083,Travel Agent/Operator,10,5
471,1,0,0,0,1083,Direct,1,1
472,1,0,0,0,1083,Direct,1,1
473,1,0,0,0,1083,Travel Agent/Operator,2,1
475,1,0,0,73,1083,Travel Agent/Operator,6,3
477,1,0,0,9,1083,Travel Agent/Operator,5,5
478,1,0,0,41,1083,Travel Agent/Operator,12,6
480,1,0,0,16,1083,Travel Agent/Operator,8,4
482,3,0,0,0,1083,Direct,4,4
483,1,0,0,39,1083,Travel Agent/Operator,9,3
486,1,0,0,1,1083,Direct,1,1
487,1,0,0,13,1082,Travel Agent/Operator,6,3
489,1,0,0,5,1082,Travel Agent/Operator,1,1
490,1,0,0,54,1082,Travel Agent/Operator,12,4
493,1,0,0,1,1082,Direct,1,1
494,1,0,0,38,1081,Travel Agent/Operator,10,5
496,1,0,0,0,1081,Direct,4,2
498,1,0,0,48,1081,Travel Agent/Operator,14,7
500,1,0,0,1,1081,Travel Agent/Operator,1,1
502,1,0,0,2,1081,Travel Agent/Operator,2,1
503,1,0,0,2,1081,Corporate,1,1
504,1,0,0,2,1081,Corporate,1,1
505,1,0,0,2,1081,Corporate,1,1
506,1,0,0,2,1081,Corporate,1,1
507,1,0,0,2,1081,Travel Agent/Operator,1,1
508,1,0,0,0,1081,Travel Agent/Operator,1,1
509,1,0,0,1,1081,Travel Agent/Operator,2,1
510,1,0,0,0,1081,Travel Agent/Operator,2,1
513,1,0,0,25,1081,Travel Agent/Operator,6,3
515,1,0,0,5,1080,Travel Agent/Operator,6,3
517,1,0,0,1,1080,Travel Agent/Operator,2,2
518,1,0,0,1,1080,Travel Agent/Operator,2,2
520,1,0,0,10,1079,Travel Agent/Operator,3,1
522,1,0,0,35,1079,Travel Agent/Operator,8,4
523,1,0,0,1,1079,Direct,2,1
524,1,0,0,49,1079,Travel Agent/Operator,4,2
526,1,0,0,5,1079,Travel Agent/Operator,2,2
527,1,0,0,36,1079,Travel Agent/Operator,6,3
529,1,0,0,93,1079,Direct,6,3
531,1,0,0,2,1079,Direct,2,1
533,1,0,0,50,1079,Travel Agent/Operator,6,3
534,1,0,0,50,1079,Travel Agent/Operator,6,3
537,1,0,0,50,1079,Travel Agent/Operator,6,3
538,1,0,0,50,1079,Travel Agent/Operator,6,3
539,1,0,0,50,1079,Travel Agent/Operator,6,3
540,1,0,0,50,1079,Travel Agent/Operator,3,3
541,1,0,0,50,1079,Travel Agent/Operator,6,3
542,1,0,0,50,1079,Travel Agent/Operator,6,3
543,1,0,0,50,1079,Travel Agent/Operator,6,3
544,1,0,0,50,1079,Travel Agent/Operator,6,3
545,1,0,0,50,1079,Travel Agent/Operator,6,3
546,1,0,0,50,1079,Travel Agent/Operator,6,3
547,1,0,0,50,1079,Travel Agent/Operator,6,3
548,1,0,0,50,1079,Travel Agent/Operator,6,3
549,1,0,0,3,1079,Travel Agent/Operator,6,3
551,1,0,0,50,1079,Travel Agent/Operator,3,3
552,1,0,0,59,1079,Direct,2,1
554,1,0,0,4,1078,Travel Agent/Operator,4,2
555,1,0,0,42,1078,Travel Agent/Operator,8,4
556,1,0,0,70,1078,Travel Agent/Operator,6,3
558,1,0,0,46,1078,Travel Agent/Operator,6,3
560,1,0,0,42,1078,Travel Agent/Operator,6,3
562,1,0,0,42,1078,Travel Agent/Operator,8,4
563,2,0,0,0,1078,Direct,4,2
564,1,0,0,5,1078,Direct,2,1
566,1,0,0,0,1077,Direct,8,4
567,1,0,0,45,1077,Travel Agent/Operator,6,3
569,7,0,3,79,1077,Corporate,12,11
570,1,0,0,17,1077,Travel Agent/Operator,3,3
571,1,0,0,0,1076,Travel Agent/Operator,2,2
572,1,0,0,0,1076,Travel Agent/Operator,2,2
573,1,0,0,12,1076,Travel Agent/Operator,8,4
574,1,0,0,20,1076,Corporate,2,2
575,11,0,1,1,1076,Corporate,11,11
576,1,0,0,3,1076,Travel Agent/Operator,10,5
578,1,0,0,34,1076,Travel Agent/Operator,6,3
580,1,0,0,46,1076,Travel Agent/Operator,4,2
582,1,0,0,64,1075,Travel Agent/Operator,4,2
584,1,0,0,64,1075,Travel Agent/Operator,4,2
586,1,0,0,64,1075,Travel Agent/Operator,4,2
588,1,0,0,1,1075,Direct,2,1
589,1,0,0,5,1075,Travel Agent/Operator,1,1
590,1,0,0,12,1075,Travel Agent/Operator,2,2
591,1,0,0,5,1075,Travel Agent/Operator,1,1
592,1,0,0,36,1075,Travel Agent/Operator,2,2
593,1,0,0,77,1075,Travel Agent/Operator,6,3
596,1,0,0,12,1075,Travel Agent/Operator,2,2
597,1,0,0,13,1075,Travel Agent/Operator,1,1
598,1,0,0,36,1075,Travel Agent/Operator,2,2
599,1,0,0,12,1075,Travel Agent/Operator,2,2
600,1,0,0,12,1075,Travel Agent/Operator,2,2
601,8,0,0,7,1075,Corporate,13,10
602,1,0,0,63,1075,Travel Agent/Operator,2,2
603,1,0,0,63,1075,Travel Agent/Operator,2,2
604,1,0,0,36,1075,Travel Agent/Operator,2,2
605,1,0,0,36,1075,Travel Agent/Operator,2,2
606,1,0,0,63,1075,Travel Agent/Operator,2,2
607,1,0,0,48,1074,Travel Agent/Operator,10,5
609,1,0,0,0,1074,Direct,4,2
611,1,0,0,0,1074,Travel Agent/Operator,6,3
613,1,0,0,3,1074,Corporate,1,1
614,1,0,0,3,1074,Corporate,1,1
615,1,0,0,1,1074,Direct,4,4
616,1,0,0,1,1074,Direct,1,1
617,1,0,0,62,1074,Travel Agent/Operator,10,5
619,1,0,0,9,1074,Direct,2,1
621,1,0,0,0,1074,Direct,2,1
623,1,0,0,0,1074,Direct,1,1
624,1,0,0,63,1074,Travel Agent/Operator,3,3
625,1,0,0,0,1074,Travel Agent/Operator,2,1
626,1,0,0,1,1073,Direct,16,8
627,2,0,0,0,1073,Direct,4,4
628,1,0,0,7,1073,Travel Agent/Operator,10,5
629,1,0,0,9,1073,Travel Agent/Operator,5,5
630,2,0,1,1,1072,Direct,3,2
632,1,0,0,2,1072,Direct,1,1
633,1,0,0,86,1072,Direct,2,1
635,1,0,0,43,1072,Travel Agent/Operator,6,3
637,1,0,0,0,1072,Direct,2,1
639,1,0,0,0,1072,Direct,1,1
640,1,0,0,0,1072,Direct,4,4
641,1,0,0,9,1072,Travel Agent/Operator,16,8
643,1,0,0,0,1072,Direct,1,1
644,1,0,0,0,1072,Direct,2,1
645,1,0,0,6,1072,Direct,2,1
647,3,0,0,21,1072,Direct,8,4
648,1,0,0,2,1072,Direct,2,1
650,1,0,0,85,1072,Travel Agent/Operator,4,2
652,1,0,0,8,1072,Travel Agent/Operator,8,4
653,2,0,0,5,1072,Corporate,3,2
655,1,0,0,34,1071,Corporate,1,1
656,1,0,0,34,1071,Corporate,1,1
657,1,0,0,6,1071,Direct,2,1
659,1,0,0,46,1071,Travel Agent/Operator,6,3
661,1,0,0,49,1071,Travel Agent/Operator,6,3
663,1,0,0,46,1071,Travel Agent/Operator,6,3
665,1,0,0,0,1071,Direct,10,5
666,1,0,0,0,1071,Direct,6,3
668,1,0,0,4,1070,Corporate,2,1
669,1,0,0,2,1070,Direct,1,1
670,5,0,0,21,1070,Corporate,22,10
671,2,0,0,0,1070,Direct,3,3
672,1,0,0,4,1070,Corporate,2,1
674,1,0,0,4,1070,Corporate,2,1
675,1,0,0,4,1070,Corporate,1,1
676,1,0,0,4,1070,Corporate,1,1
677,1,0,0,73,1070,Travel Agent/Operator,10,5
678,1,0,0,47,1070,Travel Agent/Operator,6,3
680,1,0,0,4,1070,Corporate,2,1
681,1,0,0,4,1070,Corporate,1,1
682,1,0,0,3,1070,Direct,2,1
683,1,0,0,4,1070,Corporate,2,1
685,1,0,0,0,1070,Travel Agent/Operator,2,1
686,1,0,0,4,1070,Corporate,1,1
687,1,0,0,0,1070,Direct,2,1
688,1,0,0,33,1069,Corporate,4,2
690,1,0,0,0,1069,Direct,4,2
692,1,0,0,11,1069,Travel Agent/Operator,8,4
694,1,0,0,33,1069,Corporate,4,2
696,1,0,0,33,1069,Corporate,4,2
697,1,0,0,33,1069,Corporate,4,2
699,1,0,0,33,1069,Corporate,6,2
700,1,0,0,33,1069,Corporate,2,2
701,1,0,0,33,1069,Corporate,6,2
704,1,0,0,33,1069,Corporate,6,2
707,1,0,0,33,1069,Corporate,4,2
708,1,0,0,33,1069,Corporate,4,2
710,1,0,0,32,1069,Corporate,9,3
713,1,0,0,33,1069,Corporate,2,2
714,1,0,0,33,1069,Corporate,6,2
717,1,0,0,33,1069,Corporate,2,2
718,1,0,0,32,1069,Corporate,6,3
720,1,0,0,39,1069,Travel Agent/Operator,6,3
721,1,0,0,15,1069,Corporate,1,1
722,1,0,0,15,1069,Corporate,1,1
723,1,0,0,40,1069,Corporate,2,2
724,1,0,0,0,1069,Direct,2,1
725,2,0,0,11,1069,Travel Agent/Operator,2,2
726,1,0,0,12,1069,Corporate,3,3
727,1,0,0,5,1069,Travel Agent/Operator,3,3
728,1,0,0,50,1069,Travel Agent/Operator,10,5
730,1,0,0,53,1069,Travel Agent/Operator,6,3
733,1,0,0,33,1069,Corporate,4,2
735,1,0,0,15,1069,Travel Agent/Operator,6,3
737,1,0,0,33,1069,Corporate,2,2
738,1,0,0,34,1069,Corporate,1,1
739,1,0,0,33,1069,Corporate,4,2
741,1,0,0,33,1069,Corporate,4,2
743,1,0,0,33,1069,Corporate,4,2
745,1,0,0,1,1069,Direct,1,1
746,1,0,0,103,1069,Direct,12,4
749,1,0,0,15,1068,Corporate,2,2
750,1,0,0,33,1068,Corporate,9,3
752,1,0,0,33,1068,Corporate,6,3
754,1,0,0,11,1068,Direct,3,3
755,1,0,0,0,1068,Corporate,2,2
756,1,0,0,2,1068,Direct,1,1
757,2,0,0,8,1068,Corporate,5,5
758,2,0,0,12,1068,Corporate,3,3
759,1,0,0,0,1068,Travel Agent/Operator,8,4
762,1,0,0,32,1068,Travel Agent/Operator,6,3
764,1,0,0,1,1068,Direct,1,1
765,1,0,0,59,1068,Travel Agent/Operator,1,1
766,1,0,0,59,1068,Travel Agent/Operator,1,1
767,1,0,0,59,1068,Travel Agent/Operator,1,1
768,1,0,0,59,1068,Travel Agent/Operator,1,1
769,1,0,0,59,1068,Travel Agent/Operator,1,1
770,1,0,0,59,1068,Travel Agent/Operator,1,1
771,1,0,0,2,1068,Direct,1,1
772,1,0,0,2,1068,Direct,1,1
773,3,0,0,8,1068,Direct,4,3
774,1,0,0,2,1068,Direct,1,1
775,1,0,0,0,1068,Direct,1,1
776,1,0,0,33,1067,Corporate,8,4
778,1,0,0,59,1067,Travel Agent/Operator,1,1
779,1,0,0,53,1067,Travel Agent/Operator,10,5
781,1,0,0,58,1067,Travel Agent/Operator,2,2
782,1,0,0,58,1067,Travel Agent/Operator,2,2
783,1,0,0,58,1067,Travel Agent/Operator,2,2
784,1,0,0,58,1067,Travel Agent/Operator,2,2
785,1,0,0,59,1067,Travel Agent/Operator,1,1
786,1,0,0,4,1067,Travel Agent/Operator,4,4
787,1,0,0,58,1067,Travel Agent/Operator,2,2
788,1,0,0,7,1067,Direct,2,2
789,1,0,0,14,1067,Direct,1,1
790,1,0,0,58,1067,Travel Agent/Operator,2,2
791,1,0,0,58,1067,Travel Agent/Operator,2,2
792,2,0,0,0,1067,Direct,4,2
793,1,0,0,0,1067,Direct,6,2
796,1,0,0,0,1067,Direct,6,2
799,1,0,0,58,1067,Travel Agent/Operator,2,2
800,2,0,0,9,1067,Corporate,6,3
801,1,0,0,11,1067,Travel Agent/Operator,2,1
802,1,0,0,58,1067,Travel Agent/Operator,4,2
804,2,0,0,0,1067,Travel Agent/Operator,3,3
805,2,0,0,0,1067,Travel Agent/Operator,3,3
807,2,0,0,0,1067,Travel Agent/Operator,3,3
809,2,0,0,0,1067,Travel Agent/Operator,3,3
811,2,0,0,0,1067,Travel Agent/Operator,3,3
813,1,0,0,1,1067,Travel Agent/Operator,2,2
815,1,0,0,59,1067,Travel Agent/Operator,1,1
816,1,0,0,9,1067,Travel Agent/Operator,10,5
818,1,0,0,17,1066,Travel Agent/Operator,4,4
819,1,0,0,105,1066,Travel Agent/Operator,10,5
821,1,0,0,58,1066,Travel Agent/Operator,3,3
822,1,0,0,59,1066,Travel Agent/Operator,2,2
823,2,0,0,2,1066,Direct,4,2
824,1,0,0,58,1066,Travel Agent/Operator,3,3
825,1,0,0,52,1066,Travel Agent/Operator,8,2
830,2,0,0,11,1066,Direct,6,3
833,1,0,0,59,1066,Travel Agent/Operator,4,2
836,1,0,0,58,1066,Travel Agent/Operator,3,3
838,1,0,0,0,1066,Direct,6,3
839,1,0,0,13,1066,Travel Agent/Operator,2,2
840,1,0,0,60,1065,Travel Agent/Operator,4,2
842,1,0,0,88,1065,Travel Agent/Operator,4,2
844,3,0,0,17,1065,Corporate,3,3
845,1,0,0,0,1065,Direct,3,1
846,1,0,0,2,1065,Travel Agent/Operator,8,4
848,1,0,0,0,1065,Travel Agent/Operator,3,1
851,1,0,0,13,1065,Direct,10,10
852,1,0,0,9,1065,Direct,6,3
853,1,0,0,15,1065,Direct,4,2
855,1,0,0,15,1065,Direct,4,2
857,1,0,0,0,1065,Direct,1,1
858,1,0,0,13,1065,Direct,10,10
859,1,0,0,67,1065,Travel Agent/Operator,4,2
861,1,0,0,13,1065,Direct,10,10
862,1,0,0,1,1065,Direct,4,2
863,1,0,0,7,1065,Direct,4,2
